"","proportion","turtle.grouping","value","type","prior.type","SD","iter"
"1",0.95,"G1",0.0108322212938325,"ML.est",NA,NA,NA
"2",0.95,"G2",0.0161122080570582,"ML.est",NA,NA,NA
"3",0.95,"G3",0.0140363865117635,"ML.est",NA,NA,NA
"4",0.95,"G4",0.0426680200734589,"ML.est",NA,NA,NA
"5",0.75,"G1",0.0487111399320429,"ML.est",NA,NA,NA
"6",0.75,"G2",0.0373946184970172,"ML.est",NA,NA,NA
"7",0.75,"G3",0.0357791663241255,"ML.est",NA,NA,NA
"8",0.75,"G4",0.0642589070629041,"ML.est",NA,NA,NA
"9",0.5,"G1",0.113709162371781,"ML.est",NA,NA,NA
"10",0.5,"G2",0.0744167472570874,"ML.est",NA,NA,NA
"11",0.5,"G3",0.0736902752512008,"ML.est",NA,NA,NA
"12",0.5,"G4",0.101247590503254,"ML.est",NA,NA,NA
"13",0.25,"G1",0.222658836131741,"ML.est",NA,NA,NA
"14",0.25,"G2",0.13648228300784,"ML.est",NA,NA,NA
"15",0.25,"G3",0.137129564830974,"ML.est",NA,NA,NA
"16",0.25,"G4",0.163998540191694,"ML.est",NA,NA,NA
"17",0.05,"G1",0.479938810488535,"ML.est",NA,NA,NA
"18",0.05,"G2",0.281582736523279,"ML.est",NA,NA,NA
"19",0.05,"G3",0.287705434811734,"ML.est",NA,NA,NA
"20",0.05,"G4",0.310133714559806,"ML.est",NA,NA,NA
"21",0.95,"G1",0.0129697013642143,"bayes.est","informative",0.1,1
"22",0.95,"G2",0.0131368882086937,"bayes.est","informative",0.1,1
"23",0.95,"G3",0.0125966197145159,"bayes.est","informative",0.1,1
"24",0.95,"G4",0.0174969209230792,"bayes.est","informative",0.1,1
"25",0.75,"G1",0.0400857078054355,"bayes.est","informative",0.1,1
"26",0.75,"G2",0.0387471426030084,"bayes.est","informative",0.1,1
"27",0.75,"G3",0.0367274657564505,"bayes.est","informative",0.1,1
"28",0.75,"G4",0.0602096704776907,"bayes.est","informative",0.1,1
"29",0.5,"G1",0.0866398547158097,"bayes.est","informative",0.1,1
"30",0.5,"G2",0.0826268475794027,"bayes.est","informative",0.1,1
"31",0.5,"G3",0.0780953299923143,"bayes.est","informative",0.1,1
"32",0.5,"G4",0.132405005984887,"bayes.est","informative",0.1,1
"33",0.25,"G1",0.166903071241278,"bayes.est","informative",0.1,1
"34",0.25,"G2",0.158102700753123,"bayes.est","informative",0.1,1
"35",0.25,"G3",0.148376121296887,"bayes.est","informative",0.1,1
"36",0.25,"G4",0.256796051043549,"bayes.est","informative",0.1,1
"37",0.05,"G1",0.352418971230538,"bayes.est","informative",0.1,1
"38",0.05,"G2",0.329711941425777,"bayes.est","informative",0.1,1
"39",0.05,"G3",0.312031771478116,"bayes.est","informative",0.1,1
"40",0.05,"G4",0.54463710576798,"bayes.est","informative",0.1,1
"41",0.95,"G1",0.011530747874193,"bayes.est","informative",0.1,2
"42",0.95,"G2",0.0112447653084666,"bayes.est","informative",0.1,2
"43",0.95,"G3",0.0107391357902005,"bayes.est","informative",0.1,2
"44",0.95,"G4",0.0155487214600058,"bayes.est","informative",0.1,2
"45",0.75,"G1",0.0451658467239861,"bayes.est","informative",0.1,2
"46",0.75,"G2",0.0418106670665005,"bayes.est","informative",0.1,2
"47",0.75,"G3",0.0398304383625507,"bayes.est","informative",0.1,2
"48",0.75,"G4",0.0644131283932864,"bayes.est","informative",0.1,2
"49",0.5,"G1",0.103014051220656,"bayes.est","informative",0.1,2
"50",0.5,"G2",0.0948726708859804,"bayes.est","informative",0.1,2
"51",0.5,"G3",0.0899939386211522,"bayes.est","informative",0.1,2
"52",0.5,"G4",0.148695283014849,"bayes.est","informative",0.1,2
"53",0.25,"G1",0.20075321784601,"bayes.est","informative",0.1,2
"54",0.25,"G2",0.184075542357433,"bayes.est","informative",0.1,2
"55",0.25,"G3",0.175402794681227,"bayes.est","informative",0.1,2
"56",0.25,"G4",0.296459982919358,"bayes.est","informative",0.1,2
"57",0.05,"G1",0.432521827358707,"bayes.est","informative",0.1,2
"58",0.05,"G2",0.396096037989736,"bayes.est","informative",0.1,2
"59",0.05,"G3",0.372633889726488,"bayes.est","informative",0.1,2
"60",0.05,"G4",0.628778103927078,"bayes.est","informative",0.1,2
"61",0.95,"G1",0.0107888185578481,"bayes.est","informative",0.1,3
"62",0.95,"G2",0.0104044888237083,"bayes.est","informative",0.1,3
"63",0.95,"G3",0.00964993727962489,"bayes.est","informative",0.1,3
"64",0.95,"G4",0.0145261241195723,"bayes.est","informative",0.1,3
"65",0.75,"G1",0.0466585382267385,"bayes.est","informative",0.1,3
"66",0.75,"G2",0.0437683446958524,"bayes.est","informative",0.1,3
"67",0.75,"G3",0.0405407525995603,"bayes.est","informative",0.1,3
"68",0.75,"G4",0.066033664099352,"bayes.est","informative",0.1,3
"69",0.5,"G1",0.107841250931789,"bayes.est","informative",0.1,3
"70",0.5,"G2",0.100380318182883,"bayes.est","informative",0.1,3
"71",0.5,"G3",0.0933861280554384,"bayes.est","informative",0.1,3
"72",0.5,"G4",0.155210895760966,"bayes.est","informative",0.1,3
"73",0.25,"G1",0.214046128364161,"bayes.est","informative",0.1,3
"74",0.25,"G2",0.197329850580223,"bayes.est","informative",0.1,3
"75",0.25,"G3",0.183969357004774,"bayes.est","informative",0.1,3
"76",0.25,"G4",0.306267628074582,"bayes.est","informative",0.1,3
"77",0.05,"G1",0.458754546346734,"bayes.est","informative",0.1,3
"78",0.05,"G2",0.421737576358992,"bayes.est","informative",0.1,3
"79",0.05,"G3",0.391828155676042,"bayes.est","informative",0.1,3
"80",0.05,"G4",0.659784384914828,"bayes.est","informative",0.1,3
"81",0.95,"G1",0.0108698808111715,"bayes.est","informative",0.1,4
"82",0.95,"G2",0.0105085507256616,"bayes.est","informative",0.1,4
"83",0.95,"G3",0.00980722044838683,"bayes.est","informative",0.1,4
"84",0.95,"G4",0.0148058922158397,"bayes.est","informative",0.1,4
"85",0.75,"G1",0.0462031548172628,"bayes.est","informative",0.1,4
"86",0.75,"G2",0.0434382364331289,"bayes.est","informative",0.1,4
"87",0.75,"G3",0.0400891590176587,"bayes.est","informative",0.1,4
"88",0.75,"G4",0.0663807164922255,"bayes.est","informative",0.1,4
"89",0.5,"G1",0.107371776832399,"bayes.est","informative",0.1,4
"90",0.5,"G2",0.10001179438991,"bayes.est","informative",0.1,4
"91",0.5,"G3",0.0928246724405614,"bayes.est","informative",0.1,4
"92",0.5,"G4",0.154877828235031,"bayes.est","informative",0.1,4
"93",0.25,"G1",0.211366164709008,"bayes.est","informative",0.1,4
"94",0.25,"G2",0.194979091507693,"bayes.est","informative",0.1,4
"95",0.25,"G3",0.181554279914129,"bayes.est","informative",0.1,4
"96",0.25,"G4",0.303722675309765,"bayes.est","informative",0.1,4
"97",0.05,"G1",0.455671379742347,"bayes.est","informative",0.1,4
"98",0.05,"G2",0.419020078214406,"bayes.est","informative",0.1,4
"99",0.05,"G3",0.388805138783161,"bayes.est","informative",0.1,4
"100",0.05,"G4",0.649546123780706,"bayes.est","informative",0.1,4
"101",0.95,"G1",0.0119668449274794,"bayes.est","informative",0.1,5
"102",0.95,"G2",0.0120117595791072,"bayes.est","informative",0.1,5
"103",0.95,"G3",0.0113434297428831,"bayes.est","informative",0.1,5
"104",0.95,"G4",0.0163149948795868,"bayes.est","informative",0.1,5
"105",0.75,"G1",0.0415977398145668,"bayes.est","informative",0.1,5
"106",0.75,"G2",0.0397952446093086,"bayes.est","informative",0.1,5
"107",0.75,"G3",0.0374470477715302,"bayes.est","informative",0.1,5
"108",0.75,"G4",0.0604727192851757,"bayes.est","informative",0.1,5
"109",0.5,"G1",0.0930529067801013,"bayes.est","informative",0.1,5
"110",0.5,"G2",0.0873929217674778,"bayes.est","informative",0.1,5
"111",0.5,"G3",0.0815580952419848,"bayes.est","informative",0.1,5
"112",0.5,"G4",0.136790682597741,"bayes.est","informative",0.1,5
"113",0.25,"G1",0.178892401519331,"bayes.est","informative",0.1,5
"114",0.25,"G2",0.168646719466093,"bayes.est","informative",0.1,5
"115",0.25,"G3",0.157231745309141,"bayes.est","informative",0.1,5
"116",0.25,"G4",0.270845632373019,"bayes.est","informative",0.1,5
"117",0.05,"G1",0.38035394472855,"bayes.est","informative",0.1,5
"118",0.05,"G2",0.357425140177502,"bayes.est","informative",0.1,5
"119",0.05,"G3",0.334706510839947,"bayes.est","informative",0.1,5
"120",0.05,"G4",0.578587498482274,"bayes.est","informative",0.1,5
"121",0.95,"G1",0.0178797413382048,"bayes.est","informative",0.1,6
"122",0.95,"G2",0.0185535420652666,"bayes.est","informative",0.1,6
"123",0.95,"G3",0.0183905122067367,"bayes.est","informative",0.1,6
"124",0.95,"G4",0.0231158887874127,"bayes.est","informative",0.1,6
"125",0.75,"G1",0.0366079779372166,"bayes.est","informative",0.1,6
"126",0.75,"G2",0.0370615148451706,"bayes.est","informative",0.1,6
"127",0.75,"G3",0.0357558793943008,"bayes.est","informative",0.1,6
"128",0.75,"G4",0.0564665016074609,"bayes.est","informative",0.1,6
"129",0.5,"G1",0.0681692309022888,"bayes.est","informative",0.1,6
"130",0.5,"G2",0.0690562989871812,"bayes.est","informative",0.1,6
"131",0.5,"G3",0.0650867793252933,"bayes.est","informative",0.1,6
"132",0.5,"G4",0.113556836622541,"bayes.est","informative",0.1,6
"133",0.25,"G1",0.12295810590526,"bayes.est","informative",0.1,6
"134",0.25,"G2",0.123702844104519,"bayes.est","informative",0.1,6
"135",0.25,"G3",0.115900313872216,"bayes.est","informative",0.1,6
"136",0.25,"G4",0.209819893193052,"bayes.est","informative",0.1,6
"137",0.05,"G1",0.249233667244855,"bayes.est","informative",0.1,6
"138",0.05,"G2",0.251170475656334,"bayes.est","informative",0.1,6
"139",0.05,"G3",0.233308000651318,"bayes.est","informative",0.1,6
"140",0.05,"G4",0.433450103803584,"bayes.est","informative",0.1,6
"141",0.95,"G1",0.0111475120675281,"bayes.est","informative",0.1,7
"142",0.95,"G2",0.0109026046131633,"bayes.est","informative",0.1,7
"143",0.95,"G3",0.0102045272716372,"bayes.est","informative",0.1,7
"144",0.95,"G4",0.0149060530551296,"bayes.est","informative",0.1,7
"145",0.75,"G1",0.0447599743795989,"bayes.est","informative",0.1,7
"146",0.75,"G2",0.0421353322470464,"bayes.est","informative",0.1,7
"147",0.75,"G3",0.0392047274290077,"bayes.est","informative",0.1,7
"148",0.75,"G4",0.0644201944225377,"bayes.est","informative",0.1,7
"149",0.5,"G1",0.102665960053834,"bayes.est","informative",0.1,7
"150",0.5,"G2",0.0958066901119514,"bayes.est","informative",0.1,7
"151",0.5,"G3",0.0895566054651465,"bayes.est","informative",0.1,7
"152",0.5,"G4",0.14869622045614,"bayes.est","informative",0.1,7
"153",0.25,"G1",0.201282786369145,"bayes.est","informative",0.1,7
"154",0.25,"G2",0.188275717907201,"bayes.est","informative",0.1,7
"155",0.25,"G3",0.174215964067911,"bayes.est","informative",0.1,7
"156",0.25,"G4",0.296433081348646,"bayes.est","informative",0.1,7
"157",0.05,"G1",0.429737188867109,"bayes.est","informative",0.1,7
"158",0.05,"G2",0.400573658221362,"bayes.est","informative",0.1,7
"159",0.05,"G3",0.374047668378557,"bayes.est","informative",0.1,7
"160",0.05,"G4",0.629006359819419,"bayes.est","informative",0.1,7
"161",0.95,"G1",0.0113314441653518,"bayes.est","informative",0.1,8
"162",0.95,"G2",0.0112897509504612,"bayes.est","informative",0.1,8
"163",0.95,"G3",0.010534195622404,"bayes.est","informative",0.1,8
"164",0.95,"G4",0.0153593864963648,"bayes.est","informative",0.1,8
"165",0.75,"G1",0.0428465509881029,"bayes.est","informative",0.1,8
"166",0.75,"G2",0.0411185319540118,"bayes.est","informative",0.1,8
"167",0.75,"G3",0.0379288126552531,"bayes.est","informative",0.1,8
"168",0.75,"G4",0.0621279416122342,"bayes.est","informative",0.1,8
"169",0.5,"G1",0.0971614625895696,"bayes.est","informative",0.1,8
"170",0.5,"G2",0.091814915298567,"bayes.est","informative",0.1,8
"171",0.5,"G3",0.0856391520212994,"bayes.est","informative",0.1,8
"172",0.5,"G4",0.143615018129879,"bayes.est","informative",0.1,8
"173",0.25,"G1",0.190105305824828,"bayes.est","informative",0.1,8
"174",0.25,"G2",0.178470560584193,"bayes.est","informative",0.1,8
"175",0.25,"G3",0.166275249740995,"bayes.est","informative",0.1,8
"176",0.25,"G4",0.282955884114754,"bayes.est","informative",0.1,8
"177",0.05,"G1",0.408275353056002,"bayes.est","informative",0.1,8
"178",0.05,"G2",0.378653947970346,"bayes.est","informative",0.1,8
"179",0.05,"G3",0.354016712309732,"bayes.est","informative",0.1,8
"180",0.05,"G4",0.603670825884601,"bayes.est","informative",0.1,8
"181",0.95,"G1",0.0110002789291228,"bayes.est","informative",0.1,9
"182",0.95,"G2",0.0106824586975787,"bayes.est","informative",0.1,9
"183",0.95,"G3",0.0100697788343627,"bayes.est","informative",0.1,9
"184",0.95,"G4",0.0149333111659682,"bayes.est","informative",0.1,9
"185",0.75,"G1",0.0461275681382084,"bayes.est","informative",0.1,9
"186",0.75,"G2",0.0428417574433823,"bayes.est","informative",0.1,9
"187",0.75,"G3",0.0401365788379467,"bayes.est","informative",0.1,9
"188",0.75,"G4",0.06542496894756,"bayes.est","informative",0.1,9
"189",0.5,"G1",0.105454073876724,"bayes.est","informative",0.1,9
"190",0.5,"G2",0.0982776997105237,"bayes.est","informative",0.1,9
"191",0.5,"G3",0.0915191845778048,"bayes.est","informative",0.1,9
"192",0.5,"G4",0.150640719025126,"bayes.est","informative",0.1,9
"193",0.25,"G1",0.207952082807134,"bayes.est","informative",0.1,9
"194",0.25,"G2",0.191557991453092,"bayes.est","informative",0.1,9
"195",0.25,"G3",0.179110864280255,"bayes.est","informative",0.1,9
"196",0.25,"G4",0.298649759575057,"bayes.est","informative",0.1,9
"197",0.05,"G1",0.447991421117233,"bayes.est","informative",0.1,9
"198",0.05,"G2",0.410528713863661,"bayes.est","informative",0.1,9
"199",0.05,"G3",0.383077497808402,"bayes.est","informative",0.1,9
"200",0.05,"G4",0.64463034757328,"bayes.est","informative",0.1,9
"201",0.95,"G1",0.0138315725196375,"bayes.est","informative",0.1,10
"202",0.95,"G2",0.0140752726350528,"bayes.est","informative",0.1,10
"203",0.95,"G3",0.0135252648029064,"bayes.est","informative",0.1,10
"204",0.95,"G4",0.0182622974694438,"bayes.est","informative",0.1,10
"205",0.75,"G1",0.0395616537320738,"bayes.est","informative",0.1,10
"206",0.75,"G2",0.0383606493205297,"bayes.est","informative",0.1,10
"207",0.75,"G3",0.0361689950638541,"bayes.est","informative",0.1,10
"208",0.75,"G4",0.0586819034347718,"bayes.est","informative",0.1,10
"209",0.5,"G1",0.0834740072113437,"bayes.est","informative",0.1,10
"210",0.5,"G2",0.0793164070979835,"bayes.est","informative",0.1,10
"211",0.5,"G3",0.0752701279798421,"bayes.est","informative",0.1,10
"212",0.5,"G4",0.129301847301653,"bayes.est","informative",0.1,10
"213",0.25,"G1",0.158107526212456,"bayes.est","informative",0.1,10
"214",0.25,"G2",0.15105807152868,"bayes.est","informative",0.1,10
"215",0.25,"G3",0.142054683030704,"bayes.est","informative",0.1,10
"216",0.25,"G4",0.24822617611636,"bayes.est","informative",0.1,10
"217",0.05,"G1",0.333353814235179,"bayes.est","informative",0.1,10
"218",0.05,"G2",0.315368888619375,"bayes.est","informative",0.1,10
"219",0.05,"G3",0.298139747728704,"bayes.est","informative",0.1,10
"220",0.05,"G4",0.519059143824553,"bayes.est","informative",0.1,10
"221",0.95,"G1",0.015796751568665,"bayes.est","informative",0.2,1
"222",0.95,"G2",0.0130729323513966,"bayes.est","informative",0.2,1
"223",0.95,"G3",0.0127845717969487,"bayes.est","informative",0.2,1
"224",0.95,"G4",0.0190140198450137,"bayes.est","informative",0.2,1
"225",0.75,"G1",0.0857122188358573,"bayes.est","informative",0.2,1
"226",0.75,"G2",0.0735808673368561,"bayes.est","informative",0.2,1
"227",0.75,"G3",0.0702394400684228,"bayes.est","informative",0.2,1
"228",0.75,"G4",0.105191605078535,"bayes.est","informative",0.2,1
"229",0.5,"G1",0.212062379505401,"bayes.est","informative",0.2,1
"230",0.5,"G2",0.174554534339178,"bayes.est","informative",0.2,1
"231",0.5,"G3",0.170905933999246,"bayes.est","informative",0.2,1
"232",0.5,"G4",0.256746165558347,"bayes.est","informative",0.2,1
"233",0.25,"G1",0.424575136078238,"bayes.est","informative",0.2,1
"234",0.25,"G2",0.355332878501341,"bayes.est","informative",0.2,1
"235",0.25,"G3",0.341021100844157,"bayes.est","informative",0.2,1
"236",0.25,"G4",0.520089331124074,"bayes.est","informative",0.2,1
"237",0.05,"G1",0.902820260679869,"bayes.est","informative",0.2,1
"238",0.05,"G2",0.761256596709478,"bayes.est","informative",0.2,1
"239",0.05,"G3",0.732876308200116,"bayes.est","informative",0.2,1
"240",0.05,"G4",1.09366990331215,"bayes.est","informative",0.2,1
"241",0.95,"G1",0.0138032726562218,"bayes.est","informative",0.2,2
"242",0.95,"G2",0.0118394414074748,"bayes.est","informative",0.2,2
"243",0.95,"G3",0.0114188379463378,"bayes.est","informative",0.2,2
"244",0.95,"G4",0.0171953423181737,"bayes.est","informative",0.2,2
"245",0.75,"G1",0.0767831878368447,"bayes.est","informative",0.2,2
"246",0.75,"G2",0.0640757246251322,"bayes.est","informative",0.2,2
"247",0.75,"G3",0.0621254954723633,"bayes.est","informative",0.2,2
"248",0.75,"G4",0.0944799550548789,"bayes.est","informative",0.2,2
"249",0.5,"G1",0.183405437115378,"bayes.est","informative",0.2,2
"250",0.5,"G2",0.15590191563732,"bayes.est","informative",0.2,2
"251",0.5,"G3",0.151161218359063,"bayes.est","informative",0.2,2
"252",0.5,"G4",0.22886243428378,"bayes.est","informative",0.2,2
"253",0.25,"G1",0.364061712889264,"bayes.est","informative",0.2,2
"254",0.25,"G2",0.310405238584216,"bayes.est","informative",0.2,2
"255",0.25,"G3",0.302882019524723,"bayes.est","informative",0.2,2
"256",0.25,"G4",0.455219872556077,"bayes.est","informative",0.2,2
"257",0.05,"G1",0.78150802173814,"bayes.est","informative",0.2,2
"258",0.05,"G2",0.660803636562002,"bayes.est","informative",0.2,2
"259",0.05,"G3",0.646775627353392,"bayes.est","informative",0.2,2
"260",0.05,"G4",0.967309151843986,"bayes.est","informative",0.2,2
"261",0.95,"G1",0.0108171370562016,"bayes.est","informative",0.2,3
"262",0.95,"G2",0.0104078511051325,"bayes.est","informative",0.2,3
"263",0.95,"G3",0.00959721386236868,"bayes.est","informative",0.2,3
"264",0.95,"G4",0.0148219571603493,"bayes.est","informative",0.2,3
"265",0.75,"G1",0.0499743144349027,"bayes.est","informative",0.2,3
"266",0.75,"G2",0.043923968512945,"bayes.est","informative",0.2,3
"267",0.75,"G3",0.0426073262470053,"bayes.est","informative",0.2,3
"268",0.75,"G4",0.0660815326859338,"bayes.est","informative",0.2,3
"269",0.5,"G1",0.116720367587967,"bayes.est","informative",0.2,3
"270",0.5,"G2",0.101948318258619,"bayes.est","informative",0.2,3
"271",0.5,"G3",0.0983209628386992,"bayes.est","informative",0.2,3
"272",0.5,"G4",0.153914087062846,"bayes.est","informative",0.2,3
"273",0.25,"G1",0.23063716782418,"bayes.est","informative",0.2,3
"274",0.25,"G2",0.199107333434287,"bayes.est","informative",0.2,3
"275",0.25,"G3",0.194478700131518,"bayes.est","informative",0.2,3
"276",0.25,"G4",0.301290256537841,"bayes.est","informative",0.2,3
"277",0.05,"G1",0.503482688032672,"bayes.est","informative",0.2,3
"278",0.05,"G2",0.429735359116453,"bayes.est","informative",0.2,3
"279",0.05,"G3",0.418263776663733,"bayes.est","informative",0.2,3
"280",0.05,"G4",0.656690586530398,"bayes.est","informative",0.2,3
"281",0.95,"G1",0.0141634997164262,"bayes.est","informative",0.2,4
"282",0.95,"G2",0.0118039795182517,"bayes.est","informative",0.2,4
"283",0.95,"G3",0.0116345152183568,"bayes.est","informative",0.2,4
"284",0.95,"G4",0.0176412096729992,"bayes.est","informative",0.2,4
"285",0.75,"G1",0.0777077595405967,"bayes.est","informative",0.2,4
"286",0.75,"G2",0.0649077898096584,"bayes.est","informative",0.2,4
"287",0.75,"G3",0.0641564133409196,"bayes.est","informative",0.2,4
"288",0.75,"G4",0.0973439277760247,"bayes.est","informative",0.2,4
"289",0.5,"G1",0.189478070541988,"bayes.est","informative",0.2,4
"290",0.5,"G2",0.157499908744079,"bayes.est","informative",0.2,4
"291",0.5,"G3",0.152350063275823,"bayes.est","informative",0.2,4
"292",0.5,"G4",0.232300941009296,"bayes.est","informative",0.2,4
"293",0.25,"G1",0.372030463468448,"bayes.est","informative",0.2,4
"294",0.25,"G2",0.318313439270002,"bayes.est","informative",0.2,4
"295",0.25,"G3",0.309602496613886,"bayes.est","informative",0.2,4
"296",0.25,"G4",0.468902403032996,"bayes.est","informative",0.2,4
"297",0.05,"G1",0.814015411626607,"bayes.est","informative",0.2,4
"298",0.05,"G2",0.673635981413179,"bayes.est","informative",0.2,4
"299",0.05,"G3",0.657781242724184,"bayes.est","informative",0.2,4
"300",0.05,"G4",1.012374486528,"bayes.est","informative",0.2,4
"301",0.95,"G1",0.0120106325672975,"bayes.est","informative",0.2,5
"302",0.95,"G2",0.0106363125051601,"bayes.est","informative",0.2,5
"303",0.95,"G3",0.0101838985296157,"bayes.est","informative",0.2,5
"304",0.95,"G4",0.0152733059823084,"bayes.est","informative",0.2,5
"305",0.75,"G1",0.0649030157745266,"bayes.est","informative",0.2,5
"306",0.75,"G2",0.0557140442988702,"bayes.est","informative",0.2,5
"307",0.75,"G3",0.0544911772223625,"bayes.est","informative",0.2,5
"308",0.75,"G4",0.0811450195645226,"bayes.est","informative",0.2,5
"309",0.5,"G1",0.155957294458958,"bayes.est","informative",0.2,5
"310",0.5,"G2",0.133801561526382,"bayes.est","informative",0.2,5
"311",0.5,"G3",0.128262741109909,"bayes.est","informative",0.2,5
"312",0.5,"G4",0.195063970023948,"bayes.est","informative",0.2,5
"313",0.25,"G1",0.313213600381489,"bayes.est","informative",0.2,5
"314",0.25,"G2",0.265791213981395,"bayes.est","informative",0.2,5
"315",0.25,"G3",0.260130667857322,"bayes.est","informative",0.2,5
"316",0.25,"G4",0.395684446154536,"bayes.est","informative",0.2,5
"317",0.05,"G1",0.672275646973417,"bayes.est","informative",0.2,5
"318",0.05,"G2",0.569576104414876,"bayes.est","informative",0.2,5
"319",0.05,"G3",0.558139261876227,"bayes.est","informative",0.2,5
"320",0.05,"G4",0.849284927683755,"bayes.est","informative",0.2,5
"321",0.95,"G1",0.0110233744429445,"bayes.est","informative",0.2,6
"322",0.95,"G2",0.0110962640483516,"bayes.est","informative",0.2,6
"323",0.95,"G3",0.0100980644690863,"bayes.est","informative",0.2,6
"324",0.95,"G4",0.0158093857345275,"bayes.est","informative",0.2,6
"325",0.75,"G1",0.0455806199810726,"bayes.est","informative",0.2,6
"326",0.75,"G2",0.0413820948587447,"bayes.est","informative",0.2,6
"327",0.75,"G3",0.0396755440989835,"bayes.est","informative",0.2,6
"328",0.75,"G4",0.0624334396331638,"bayes.est","informative",0.2,6
"329",0.5,"G1",0.105837910743018,"bayes.est","informative",0.2,6
"330",0.5,"G2",0.0926292751069427,"bayes.est","informative",0.2,6
"331",0.5,"G3",0.0902062828384941,"bayes.est","informative",0.2,6
"332",0.5,"G4",0.142421802958141,"bayes.est","informative",0.2,6
"333",0.25,"G1",0.208803332320387,"bayes.est","informative",0.2,6
"334",0.25,"G2",0.182436140409577,"bayes.est","informative",0.2,6
"335",0.25,"G3",0.176500916443927,"bayes.est","informative",0.2,6
"336",0.25,"G4",0.277426031169628,"bayes.est","informative",0.2,6
"337",0.05,"G1",0.443451620896874,"bayes.est","informative",0.2,6
"338",0.05,"G2",0.387859826125101,"bayes.est","informative",0.2,6
"339",0.05,"G3",0.376878227089776,"bayes.est","informative",0.2,6
"340",0.05,"G4",0.5965989227134,"bayes.est","informative",0.2,6
"341",0.95,"G1",0.0135530696643492,"bayes.est","informative",0.2,7
"342",0.95,"G2",0.0117369696306244,"bayes.est","informative",0.2,7
"343",0.95,"G3",0.0112729417067688,"bayes.est","informative",0.2,7
"344",0.95,"G4",0.0168802015005398,"bayes.est","informative",0.2,7
"345",0.75,"G1",0.0764552482761323,"bayes.est","informative",0.2,7
"346",0.75,"G2",0.0643099558797427,"bayes.est","informative",0.2,7
"347",0.75,"G3",0.0619035894552872,"bayes.est","informative",0.2,7
"348",0.75,"G4",0.094708038373663,"bayes.est","informative",0.2,7
"349",0.5,"G1",0.181524115666921,"bayes.est","informative",0.2,7
"350",0.5,"G2",0.152078516809711,"bayes.est","informative",0.2,7
"351",0.5,"G3",0.149764382798899,"bayes.est","informative",0.2,7
"352",0.5,"G4",0.227889966035286,"bayes.est","informative",0.2,7
"353",0.25,"G1",0.358622805411649,"bayes.est","informative",0.2,7
"354",0.25,"G2",0.308203833226162,"bayes.est","informative",0.2,7
"355",0.25,"G3",0.298337005716365,"bayes.est","informative",0.2,7
"356",0.25,"G4",0.451549957433804,"bayes.est","informative",0.2,7
"357",0.05,"G1",0.78707790481503,"bayes.est","informative",0.2,7
"358",0.05,"G2",0.667589354855438,"bayes.est","informative",0.2,7
"359",0.05,"G3",0.647761704659444,"bayes.est","informative",0.2,7
"360",0.05,"G4",0.985586961428095,"bayes.est","informative",0.2,7
"361",0.95,"G1",0.0107959962345399,"bayes.est","informative",0.2,9
"362",0.95,"G2",0.0102352264436288,"bayes.est","informative",0.2,9
"363",0.95,"G3",0.00945044341621935,"bayes.est","informative",0.2,9
"364",0.95,"G4",0.0145564180250073,"bayes.est","informative",0.2,9
"365",0.75,"G1",0.0534131030293706,"bayes.est","informative",0.2,9
"366",0.75,"G2",0.0467708194559538,"bayes.est","informative",0.2,9
"367",0.75,"G3",0.045166765017848,"bayes.est","informative",0.2,9
"368",0.75,"G4",0.069898932749339,"bayes.est","informative",0.2,9
"369",0.5,"G1",0.127883725736764,"bayes.est","informative",0.2,9
"370",0.5,"G2",0.109757534101595,"bayes.est","informative",0.2,9
"371",0.5,"G3",0.107225600626456,"bayes.est","informative",0.2,9
"372",0.5,"G4",0.16629014471045,"bayes.est","informative",0.2,9
"373",0.25,"G1",0.255116048690339,"bayes.est","informative",0.2,9
"374",0.25,"G2",0.217046750899346,"bayes.est","informative",0.2,9
"375",0.25,"G3",0.212248409681926,"bayes.est","informative",0.2,9
"376",0.25,"G4",0.327897619391758,"bayes.est","informative",0.2,9
"377",0.05,"G1",0.546854554338523,"bayes.est","informative",0.2,9
"378",0.05,"G2",0.463748703178432,"bayes.est","informative",0.2,9
"379",0.05,"G3",0.452910641738074,"bayes.est","informative",0.2,9
"380",0.05,"G4",0.709853526909459,"bayes.est","informative",0.2,9
"381",0.95,"G1",0.0148164483005227,"bayes.est","informative",0.2,10
"382",0.95,"G2",0.0127179639199782,"bayes.est","informative",0.2,10
"383",0.95,"G3",0.0121563055926944,"bayes.est","informative",0.2,10
"384",0.95,"G4",0.0181957059123865,"bayes.est","informative",0.2,10
"385",0.75,"G1",0.0831821446819862,"bayes.est","informative",0.2,10
"386",0.75,"G2",0.069084568735426,"bayes.est","informative",0.2,10
"387",0.75,"G3",0.0678155882294036,"bayes.est","informative",0.2,10
"388",0.75,"G4",0.103539073737556,"bayes.est","informative",0.2,10
"389",0.5,"G1",0.197017495106722,"bayes.est","informative",0.2,10
"390",0.5,"G2",0.168919103063301,"bayes.est","informative",0.2,10
"391",0.5,"G3",0.162069421457549,"bayes.est","informative",0.2,10
"392",0.5,"G4",0.242635163160132,"bayes.est","informative",0.2,10
"393",0.25,"G1",0.404146370520713,"bayes.est","informative",0.2,10
"394",0.25,"G2",0.332279253399109,"bayes.est","informative",0.2,10
