"","proportion","turtle.grouping","value","type","prior.type","SD","iter"
"1223",0.95,"G3",8.801,"bayes.est","informative",0.7,3
"1224",0.95,"G4",6.501,"bayes.est","informative",0.7,3
"1225",0.75,"G1",21.201,"bayes.est","informative",0.7,3
"1226",0.75,"G2",17.901,"bayes.est","informative",0.7,3
"1227",0.75,"G3",18.601,"bayes.est","informative",0.7,3
"1228",0.75,"G4",11.401,"bayes.est","informative",0.7,3
"1229",0.5,"G1",27.501,"bayes.est","informative",0.7,3
"1230",0.5,"G2",25.601,"bayes.est","informative",0.7,3
"1231",0.5,"G3",26.601,"bayes.est","informative",0.7,3
"1232",0.5,"G4",16.501,"bayes.est","informative",0.7,3
"1233",0.25,"G1",32.701,"bayes.est","informative",0.7,3
"1234",0.25,"G2",32.501,"bayes.est","informative",0.7,3
"1235",0.25,"G3",33.901,"bayes.est","informative",0.7,3
"1236",0.25,"G4",21.601,"bayes.est","informative",0.7,3
"1237",0.05,"G1",38.701,"bayes.est","informative",0.7,3
"1238",0.05,"G2",40.701,"bayes.est","informative",0.7,3
"1239",0.05,"G3",42.401,"bayes.est","informative",0.7,3
"1240",0.05,"G4",28.301,"bayes.est","informative",0.7,3
"1241",0.95,"G1",19.501,"bayes.est","informative",0.7,4
"1242",0.95,"G2",12.501,"bayes.est","informative",0.7,4
"1243",0.95,"G3",20.501,"bayes.est","informative",0.7,4
"1244",0.95,"G4",8.701,"bayes.est","informative",0.7,4
"1245",0.75,"G1",26.701,"bayes.est","informative",0.7,4
"1246",0.75,"G2",22.801,"bayes.est","informative",0.7,4
"1247",0.75,"G3",29.501,"bayes.est","informative",0.7,4
"1248",0.75,"G4",15.501,"bayes.est","informative",0.7,4
"1249",0.5,"G1",30.401,"bayes.est","informative",0.7,4
"1250",0.5,"G2",28.901,"bayes.est","informative",0.7,4
"1251",0.5,"G3",34.201,"bayes.est","informative",0.7,4
"1252",0.5,"G4",20.101,"bayes.est","informative",0.7,4
"1253",0.25,"G1",33.301,"bayes.est","informative",0.7,4
"1254",0.25,"G2",33.901,"bayes.est","informative",0.7,4
"1255",0.25,"G3",37.901,"bayes.est","informative",0.7,4
"1256",0.25,"G4",24.001,"bayes.est","informative",0.7,4
"1257",0.05,"G1",36.501,"bayes.est","informative",0.7,4
"1258",0.05,"G2",39.601,"bayes.est","informative",0.7,4
"1259",0.05,"G3",42.001,"bayes.est","informative",0.7,4
"1260",0.05,"G4",28.501,"bayes.est","informative",0.7,4
"1261",0.95,"G1",18.101,"bayes.est","informative",0.7,5
"1262",0.95,"G2",11.701,"bayes.est","informative",0.7,5
"1263",0.95,"G3",18.301,"bayes.est","informative",0.7,5
"1264",0.95,"G4",8.101,"bayes.est","informative",0.7,5
"1265",0.75,"G1",25.901,"bayes.est","informative",0.7,5
"1266",0.75,"G2",22.001,"bayes.est","informative",0.7,5
"1267",0.75,"G3",28.101,"bayes.est","informative",0.7,5
"1268",0.75,"G4",14.701,"bayes.est","informative",0.7,5
"1269",0.5,"G1",30.001,"bayes.est","informative",0.7,5
"1270",0.5,"G2",28.401,"bayes.est","informative",0.7,5
"1271",0.5,"G3",33.301,"bayes.est","informative",0.7,5
"1272",0.5,"G4",19.501,"bayes.est","informative",0.7,5
"1273",0.25,"G1",33.201,"bayes.est","informative",0.7,5
"1274",0.25,"G2",33.701,"bayes.est","informative",0.7,5
"1275",0.25,"G3",37.401,"bayes.est","informative",0.7,5
"1276",0.25,"G4",23.701,"bayes.est","informative",0.7,5
"1277",0.05,"G1",36.801,"bayes.est","informative",0.7,5
"1278",0.05,"G2",39.701,"bayes.est","informative",0.7,5
"1279",0.05,"G3",42.001,"bayes.est","informative",0.7,5
"1280",0.05,"G4",28.501,"bayes.est","informative",0.7,5
"1281",0.95,"G1",11.301,"bayes.est","informative",0.7,6
"1282",0.95,"G2",8.601,"bayes.est","informative",0.7,6
"1283",0.95,"G3",8.801,"bayes.est","informative",0.7,6
"1284",0.95,"G4",6.501,"bayes.est","informative",0.7,6
"1285",0.75,"G1",21.201,"bayes.est","informative",0.7,6
"1286",0.75,"G2",17.901,"bayes.est","informative",0.7,6
"1287",0.75,"G3",18.501,"bayes.est","informative",0.7,6
"1288",0.75,"G4",11.301,"bayes.est","informative",0.7,6
"1289",0.5,"G1",27.501,"bayes.est","informative",0.7,6
"1290",0.5,"G2",25.501,"bayes.est","informative",0.7,6
"1291",0.5,"G3",26.501,"bayes.est","informative",0.7,6
"1292",0.5,"G4",16.401,"bayes.est","informative",0.7,6
"1293",0.25,"G1",32.801,"bayes.est","informative",0.7,6
"1294",0.25,"G2",32.501,"bayes.est","informative",0.7,6
"1295",0.25,"G3",33.801,"bayes.est","informative",0.7,6
"1296",0.25,"G4",21.601,"bayes.est","informative",0.7,6
"1297",0.05,"G1",38.701,"bayes.est","informative",0.7,6
"1298",0.05,"G2",40.801,"bayes.est","informative",0.7,6
"1299",0.05,"G3",42.401,"bayes.est","informative",0.7,6
"1300",0.05,"G4",28.201,"bayes.est","informative",0.7,6
"1301",0.95,"G1",18.201,"bayes.est","informative",0.7,7
"1302",0.95,"G2",11.701,"bayes.est","informative",0.7,7
"1303",0.95,"G3",18.301,"bayes.est","informative",0.7,7
"1304",0.95,"G4",8.101,"bayes.est","informative",0.7,7
"1305",0.75,"G1",25.901,"bayes.est","informative",0.7,7
"1306",0.75,"G2",22.001,"bayes.est","informative",0.7,7
"1307",0.75,"G3",28.101,"bayes.est","informative",0.7,7
"1308",0.75,"G4",14.701,"bayes.est","informative",0.7,7
"1309",0.5,"G1",30.001,"bayes.est","informative",0.7,7
"1310",0.5,"G2",28.401,"bayes.est","informative",0.7,7
"1311",0.5,"G3",33.301,"bayes.est","informative",0.7,7
"1312",0.5,"G4",19.501,"bayes.est","informative",0.7,7
"1313",0.25,"G1",33.201,"bayes.est","informative",0.7,7
"1314",0.25,"G2",33.701,"bayes.est","informative",0.7,7
"1315",0.25,"G3",37.401,"bayes.est","informative",0.7,7
"1316",0.25,"G4",23.701,"bayes.est","informative",0.7,7
"1317",0.05,"G1",36.801,"bayes.est","informative",0.7,7
"1318",0.05,"G2",39.701,"bayes.est","informative",0.7,7
"1319",0.05,"G3",42.001,"bayes.est","informative",0.7,7
"1320",0.05,"G4",28.501,"bayes.est","informative",0.7,7
"1321",0.95,"G1",18.901,"bayes.est","informative",0.7,8
"1322",0.95,"G2",12.201,"bayes.est","informative",0.7,8
"1323",0.95,"G3",19.501,"bayes.est","informative",0.7,8
"1324",0.95,"G4",8.401,"bayes.est","informative",0.7,8
"1325",0.75,"G1",26.301,"bayes.est","informative",0.7,8
"1326",0.75,"G2",22.401,"bayes.est","informative",0.7,8
"1327",0.75,"G3",28.901,"bayes.est","informative",0.7,8
"1328",0.75,"G4",15.101,"bayes.est","informative",0.7,8
"1329",0.5,"G1",30.201,"bayes.est","informative",0.7,8
"1330",0.5,"G2",28.701,"bayes.est","informative",0.7,8
"1331",0.5,"G3",33.801,"bayes.est","informative",0.7,8
"1332",0.5,"G4",19.801,"bayes.est","informative",0.7,8
"1333",0.25,"G1",33.201,"bayes.est","informative",0.7,8
"1334",0.25,"G2",33.801,"bayes.est","informative",0.7,8
"1335",0.25,"G3",37.601,"bayes.est","informative",0.7,8
"1336",0.25,"G4",23.901,"bayes.est","informative",0.7,8
"1337",0.05,"G1",36.601,"bayes.est","informative",0.7,8
"1338",0.05,"G2",39.701,"bayes.est","informative",0.7,8
"1339",0.05,"G3",42.001,"bayes.est","informative",0.7,8
"1340",0.05,"G4",28.501,"bayes.est","informative",0.7,8
"1341",0.95,"G1",18.401,"bayes.est","informative",0.7,9
"1342",0.95,"G2",11.901,"bayes.est","informative",0.7,9
"1343",0.95,"G3",18.701,"bayes.est","informative",0.7,9
"1344",0.95,"G4",8.201,"bayes.est","informative",0.7,9
"1345",0.75,"G1",26.101,"bayes.est","informative",0.7,9
"1346",0.75,"G2",22.101,"bayes.est","informative",0.7,9
"1347",0.75,"G3",28.401,"bayes.est","informative",0.7,9
"1348",0.75,"G4",14.801,"bayes.est","informative",0.7,9
"1349",0.5,"G1",30.001,"bayes.est","informative",0.7,9
"1350",0.5,"G2",28.501,"bayes.est","informative",0.7,9
"1351",0.5,"G3",33.401,"bayes.est","informative",0.7,9
"1352",0.5,"G4",19.601,"bayes.est","informative",0.7,9
"1353",0.25,"G1",33.201,"bayes.est","informative",0.7,9
"1354",0.25,"G2",33.801,"bayes.est","informative",0.7,9
"1355",0.25,"G3",37.501,"bayes.est","informative",0.7,9
"1356",0.25,"G4",23.701,"bayes.est","informative",0.7,9
"1357",0.05,"G1",36.701,"bayes.est","informative",0.7,9
"1358",0.05,"G2",39.701,"bayes.est","informative",0.7,9
"1359",0.05,"G3",42.001,"bayes.est","informative",0.7,9
"1360",0.05,"G4",28.501,"bayes.est","informative",0.7,9
"1361",0.95,"G1",17.301,"bayes.est","informative",0.7,10
"1362",0.95,"G2",11.301,"bayes.est","informative",0.7,10
"1363",0.95,"G3",17.001,"bayes.est","informative",0.7,10
"1364",0.95,"G4",7.901,"bayes.est","informative",0.7,10
"1365",0.75,"G1",25.401,"bayes.est","informative",0.7,10
"1366",0.75,"G2",21.501,"bayes.est","informative",0.7,10
"1367",0.75,"G3",27.201,"bayes.est","informative",0.7,10
"1368",0.75,"G4",14.301,"bayes.est","informative",0.7,10
"1369",0.5,"G1",29.701,"bayes.est","informative",0.7,10
"1370",0.5,"G2",28.101,"bayes.est","informative",0.7,10
"1371",0.5,"G3",32.701,"bayes.est","informative",0.7,10
"1372",0.5,"G4",19.201,"bayes.est","informative",0.7,10
"1373",0.25,"G1",33.101,"bayes.est","informative",0.7,10
"1374",0.25,"G2",33.501,"bayes.est","informative",0.7,10
"1375",0.25,"G3",37.101,"bayes.est","informative",0.7,10
"1376",0.25,"G4",23.401,"bayes.est","informative",0.7,10
"1377",0.05,"G1",36.801,"bayes.est","informative",0.7,10
"1378",0.05,"G2",39.701,"bayes.est","informative",0.7,10
"1379",0.05,"G3",42.001,"bayes.est","informative",0.7,10
"1380",0.05,"G4",28.401,"bayes.est","informative",0.7,10
"1381",0.95,"G1",16.601,"bayes.est","informative",0.8,1
"1382",0.95,"G2",10.501,"bayes.est","informative",0.8,1
"1383",0.95,"G3",15.401,"bayes.est","informative",0.8,1
"1384",0.95,"G4",7.301,"bayes.est","informative",0.8,1
"1385",0.75,"G1",25.001,"bayes.est","informative",0.8,1
"1386",0.75,"G2",20.701,"bayes.est","informative",0.8,1
"1387",0.75,"G3",26.001,"bayes.est","informative",0.8,1
"1388",0.75,"G4",13.301,"bayes.est","informative",0.8,1
"1389",0.5,"G1",29.501,"bayes.est","informative",0.8,1
"1390",0.5,"G2",27.501,"bayes.est","informative",0.8,1
"1391",0.5,"G3",31.901,"bayes.est","informative",0.8,1
"1392",0.5,"G4",18.401,"bayes.est","informative",0.8,1
"1393",0.25,"G1",33.101,"bayes.est","informative",0.8,1
"1394",0.25,"G2",33.301,"bayes.est","informative",0.8,1
"1395",0.25,"G3",36.701,"bayes.est","informative",0.8,1
"1396",0.25,"G4",22.901,"bayes.est","informative",0.8,1
"1397",0.05,"G1",37.001,"bayes.est","informative",0.8,1
"1398",0.05,"G2",39.901,"bayes.est","informative",0.8,1
"1399",0.05,"G3",42.001,"bayes.est","informative",0.8,1
"1400",0.05,"G4",28.401,"bayes.est","informative",0.8,1
"1401",0.95,"G1",16.101,"bayes.est","informative",0.8,2
"1402",0.95,"G2",10.301,"bayes.est","informative",0.8,2
"1403",0.95,"G3",14.601,"bayes.est","informative",0.8,2
"1404",0.95,"G4",7.201,"bayes.est","informative",0.8,2
"1405",0.75,"G1",24.701,"bayes.est","informative",0.8,2
"1406",0.75,"G2",20.401,"bayes.est","informative",0.8,2
"1407",0.75,"G3",25.401,"bayes.est","informative",0.8,2
"1408",0.75,"G4",13.101,"bayes.est","informative",0.8,2
"1409",0.5,"G1",29.301,"bayes.est","informative",0.8,2
"1410",0.5,"G2",27.401,"bayes.est","informative",0.8,2
"1411",0.5,"G3",31.501,"bayes.est","informative",0.8,2
"1412",0.5,"G4",18.201,"bayes.est","informative",0.8,2
"1413",0.25,"G1",33.001,"bayes.est","informative",0.8,2
"1414",0.25,"G2",33.201,"bayes.est","informative",0.8,2
"1415",0.25,"G3",36.501,"bayes.est","informative",0.8,2
"1416",0.25,"G4",22.801,"bayes.est","informative",0.8,2
"1417",0.05,"G1",37.101,"bayes.est","informative",0.8,2
"1418",0.05,"G2",40.001,"bayes.est","informative",0.8,2
"1419",0.05,"G3",42.001,"bayes.est","informative",0.8,2
"1420",0.05,"G4",28.301,"bayes.est","informative",0.8,2
"1421",0.95,"G1",16.201,"bayes.est","informative",0.8,3
"1422",0.95,"G2",10.401,"bayes.est","informative",0.8,3
"1423",0.95,"G3",14.901,"bayes.est","informative",0.8,3
"1424",0.95,"G4",7.301,"bayes.est","informative",0.8,3
"1425",0.75,"G1",24.801,"bayes.est","informative",0.8,3
"1426",0.75,"G2",20.501,"bayes.est","informative",0.8,3
"1427",0.75,"G3",25.601,"bayes.est","informative",0.8,3
"1428",0.75,"G4",13.201,"bayes.est","informative",0.8,3
"1429",0.5,"G1",29.401,"bayes.est","informative",0.8,3
"1430",0.5,"G2",27.401,"bayes.est","informative",0.8,3
"1431",0.5,"G3",31.701,"bayes.est","informative",0.8,3
"1432",0.5,"G4",18.201,"bayes.est","informative",0.8,3
"1433",0.25,"G1",33.001,"bayes.est","informative",0.8,3
"1434",0.25,"G2",33.201,"bayes.est","informative",0.8,3
"1435",0.25,"G3",36.501,"bayes.est","informative",0.8,3
"1436",0.25,"G4",22.901,"bayes.est","informative",0.8,3
"1437",0.05,"G1",37.101,"bayes.est","informative",0.8,3
"1438",0.05,"G2",40.001,"bayes.est","informative",0.8,3
"1439",0.05,"G3",42.001,"bayes.est","informative",0.8,3
"1440",0.05,"G4",28.301,"bayes.est","informative",0.8,3
"1441",0.95,"G1",18.601,"bayes.est","informative",0.8,4
"1442",0.95,"G2",11.501,"bayes.est","informative",0.8,4
"1443",0.95,"G3",18.701,"bayes.est","informative",0.8,4
"1444",0.95,"G4",7.801,"bayes.est","informative",0.8,4
"1445",0.75,"G1",26.201,"bayes.est","informative",0.8,4
"1446",0.75,"G2",21.701,"bayes.est","informative",0.8,4
"1447",0.75,"G3",28.301,"bayes.est","informative",0.8,4
"1448",0.75,"G4",14.301,"bayes.est","informative",0.8,4
"1449",0.5,"G1",30.101,"bayes.est","informative",0.8,4
"1450",0.5,"G2",28.201,"bayes.est","informative",0.8,4
"1451",0.5,"G3",33.401,"bayes.est","informative",0.8,4
"1452",0.5,"G4",19.201,"bayes.est","informative",0.8,4
"1453",0.25,"G1",33.201,"bayes.est","informative",0.8,4
"1454",0.25,"G2",33.601,"bayes.est","informative",0.8,4
"1455",0.25,"G3",37.501,"bayes.est","informative",0.8,4
"1456",0.25,"G4",23.401,"bayes.est","informative",0.8,4
"1457",0.05,"G1",36.701,"bayes.est","informative",0.8,4
"1458",0.05,"G2",39.801,"bayes.est","informative",0.8,4
"1459",0.05,"G3",42.001,"bayes.est","informative",0.8,4
"1460",0.05,"G4",28.401,"bayes.est","informative",0.8,4
"1461",0.95,"G1",13.401,"bayes.est","informative",0.8,5
"1462",0.95,"G2",9.301,"bayes.est","informative",0.8,5
"1463",0.95,"G3",10.801,"bayes.est","informative",0.8,5
"1464",0.95,"G4",6.701,"bayes.est","informative",0.8,5
"1465",0.75,"G1",23.001,"bayes.est","informative",0.8,5
"1466",0.75,"G2",19.001,"bayes.est","informative",0.8,5
"1467",0.75,"G3",21.601,"bayes.est","informative",0.8,5
"1468",0.75,"G4",12.001,"bayes.est","informative",0.8,5
"1469",0.5,"G1",28.501,"bayes.est","informative",0.8,5
"1470",0.5,"G2",26.401,"bayes.est","informative",0.8,5
"1471",0.5,"G3",28.901,"bayes.est","informative",0.8,5
"1472",0.5,"G4",17.101,"bayes.est","informative",0.8,5
"1473",0.25,"G1",32.901,"bayes.est","informative",0.8,5
"1474",0.25,"G2",32.801,"bayes.est","informative",0.8,5
"1475",0.25,"G3",35.101,"bayes.est","informative",0.8,5
"1476",0.25,"G4",22.101,"bayes.est","informative",0.8,5
"1477",0.05,"G1",37.801,"bayes.est","informative",0.8,5
"1478",0.05,"G2",40.401,"bayes.est","informative",0.8,5
"1479",0.05,"G3",42.201,"bayes.est","informative",0.8,5
"1480",0.05,"G4",28.301,"bayes.est","informative",0.8,5
"1481",0.95,"G1",17.301,"bayes.est","informative",0.8,6
"1482",0.95,"G2",10.801,"bayes.est","informative",0.8,6
"1483",0.95,"G3",16.501,"bayes.est","informative",0.8,6
"1484",0.95,"G4",7.501,"bayes.est","informative",0.8,6
"1485",0.75,"G1",25.401,"bayes.est","informative",0.8,6
"1486",0.75,"G2",21.101,"bayes.est","informative",0.8,6
"1487",0.75,"G3",26.801,"bayes.est","informative",0.8,6
"1488",0.75,"G4",13.701,"bayes.est","informative",0.8,6
"1489",0.5,"G1",29.701,"bayes.est","informative",0.8,6
"1490",0.5,"G2",27.801,"bayes.est","informative",0.8,6
"1491",0.5,"G3",32.501,"bayes.est","informative",0.8,6
"1492",0.5,"G4",18.701,"bayes.est","informative",0.8,6
"1493",0.25,"G1",33.101,"bayes.est","informative",0.8,6
"1494",0.25,"G2",33.501,"bayes.est","informative",0.8,6
"1495",0.25,"G3",37.001,"bayes.est","informative",0.8,6
"1496",0.25,"G4",23.101,"bayes.est","informative",0.8,6
"1497",0.05,"G1",36.901,"bayes.est","informative",0.8,6
"1498",0.05,"G2",39.901,"bayes.est","informative",0.8,6
"1499",0.05,"G3",42.001,"bayes.est","informative",0.8,6
"1500",0.05,"G4",28.401,"bayes.est","informative",0.8,6
"1501",0.95,"G1",16.401,"bayes.est","informative",0.8,7
"1502",0.95,"G2",10.401,"bayes.est","informative",0.8,7
"1503",0.95,"G3",15.101,"bayes.est","informative",0.8,7
"1504",0.95,"G4",7.301,"bayes.est","informative",0.8,7
"1505",0.75,"G1",24.901,"bayes.est","informative",0.8,7
"1506",0.75,"G2",20.601,"bayes.est","informative",0.8,7
"1507",0.75,"G3",25.801,"bayes.est","informative",0.8,7
"1508",0.75,"G4",13.301,"bayes.est","informative",0.8,7
"1509",0.5,"G1",29.401,"bayes.est","informative",0.8,7
"1510",0.5,"G2",27.401,"bayes.est","informative",0.8,7
"1511",0.5,"G3",31.801,"bayes.est","informative",0.8,7
"1512",0.5,"G4",18.301,"bayes.est","informative",0.8,7
"1513",0.25,"G1",33.001,"bayes.est","informative",0.8,7
"1514",0.25,"G2",33.301,"bayes.est","informative",0.8,7
"1515",0.25,"G3",36.601,"bayes.est","informative",0.8,7
"1516",0.25,"G4",22.901,"bayes.est","informative",0.8,7
"1517",0.05,"G1",37.001,"bayes.est","informative",0.8,7
"1518",0.05,"G2",39.901,"bayes.est","informative",0.8,7
"1519",0.05,"G3",42.001,"bayes.est","informative",0.8,7
"1520",0.05,"G4",28.401,"bayes.est","informative",0.8,7
"1521",0.95,"G1",17.601,"bayes.est","informative",0.8,8
"1522",0.95,"G2",11.001,"bayes.est","informative",0.8,8
"1523",0.95,"G3",17.101,"bayes.est","informative",0.8,8
"1524",0.95,"G4",7.601,"bayes.est","informative",0.8,8
"1525",0.75,"G1",25.601,"bayes.est","informative",0.8,8
"1526",0.75,"G2",21.201,"bayes.est","informative",0.8,8
"1527",0.75,"G3",27.301,"bayes.est","informative",0.8,8
"1528",0.75,"G4",13.801,"bayes.est","informative",0.8,8
"1529",0.5,"G1",29.801,"bayes.est","informative",0.8,8
"1530",0.5,"G2",27.901,"bayes.est","informative",0.8,8
"1531",0.5,"G3",32.801,"bayes.est","informative",0.8,8
"1532",0.5,"G4",18.801,"bayes.est","informative",0.8,8
"1533",0.25,"G1",33.101,"bayes.est","informative",0.8,8
"1534",0.25,"G2",33.501,"bayes.est","informative",0.8,8
"1535",0.25,"G3",37.101,"bayes.est","informative",0.8,8
"1536",0.25,"G4",23.201,"bayes.est","informative",0.8,8
"1537",0.05,"G1",36.801,"bayes.est","informative",0.8,8
"1538",0.05,"G2",39.901,"bayes.est","informative",0.8,8
"1539",0.05,"G3",42.001,"bayes.est","informative",0.8,8
"1540",0.05,"G4",28.401,"bayes.est","informative",0.8,8
"1541",0.95,"G1",13.601,"bayes.est","informative",0.8,9
"1542",0.95,"G2",9.401,"bayes.est","informative",0.8,9
"1543",0.95,"G3",11.101,"bayes.est","informative",0.8,9
"1544",0.95,"G4",6.801,"bayes.est","informative",0.8,9
"1545",0.75,"G1",23.101,"bayes.est","informative",0.8,9
"1546",0.75,"G2",19.101,"bayes.est","informative",0.8,9
"1547",0.75,"G3",22.001,"bayes.est","informative",0.8,9
"1548",0.75,"G4",12.101,"bayes.est","informative",0.8,9
"1549",0.5,"G1",28.501,"bayes.est","informative",0.8,9
"1550",0.5,"G2",26.401,"bayes.est","informative",0.8,9
"1551",0.5,"G3",29.201,"bayes.est","informative",0.8,9
"1552",0.5,"G4",17.201,"bayes.est","informative",0.8,9
"1553",0.25,"G1",32.901,"bayes.est","informative",0.8,9
"1554",0.25,"G2",32.801,"bayes.est","informative",0.8,9
"1555",0.25,"G3",35.301,"bayes.est","informative",0.8,9
"1556",0.25,"G4",22.201,"bayes.est","informative",0.8,9
"1557",0.05,"G1",37.701,"bayes.est","informative",0.8,9
"1558",0.05,"G2",40.301,"bayes.est","informative",0.8,9
"1559",0.05,"G3",42.201,"bayes.est","informative",0.8,9
"1560",0.05,"G4",28.301,"bayes.est","informative",0.8,9
"1561",0.95,"G1",16.701,"bayes.est","informative",0.8,10
"1562",0.95,"G2",10.601,"bayes.est","informative",0.8,10
"1563",0.95,"G3",15.701,"bayes.est","informative",0.8,10
"1564",0.95,"G4",7.401,"bayes.est","informative",0.8,10
"1565",0.75,"G1",25.101,"bayes.est","informative",0.8,10
"1566",0.75,"G2",20.701,"bayes.est","informative",0.8,10
"1567",0.75,"G3",26.201,"bayes.est","informative",0.8,10
"1568",0.75,"G4",13.401,"bayes.est","informative",0.8,10
"1569",0.5,"G1",29.501,"bayes.est","informative",0.8,10
"1570",0.5,"G2",27.601,"bayes.est","informative",0.8,10
"1571",0.5,"G3",32.101,"bayes.est","informative",0.8,10
"1572",0.5,"G4",18.401,"bayes.est","informative",0.8,10
"1573",0.25,"G1",33.101,"bayes.est","informative",0.8,10
"1574",0.25,"G2",33.301,"bayes.est","informative",0.8,10
"1575",0.25,"G3",36.701,"bayes.est","informative",0.8,10
"1576",0.25,"G4",23.001,"bayes.est","informative",0.8,10
"1577",0.05,"G1",37.001,"bayes.est","informative",0.8,10
"1578",0.05,"G2",39.901,"bayes.est","informative",0.8,10
"1579",0.05,"G3",42.001,"bayes.est","informative",0.8,10
"1580",0.05,"G4",28.401,"bayes.est","informative",0.8,10
"1581",0.95,"G1",16.001,"bayes.est","informative",0.9,1
"1582",0.95,"G2",10.101,"bayes.est","informative",0.9,1
"1583",0.95,"G3",14.201,"bayes.est","informative",0.9,1
"1584",0.95,"G4",7.001,"bayes.est","informative",0.9,1
"1585",0.75,"G1",24.701,"bayes.est","informative",0.9,1
"1586",0.75,"G2",20.101,"bayes.est","informative",0.9,1
"1587",0.75,"G3",25.001,"bayes.est","informative",0.9,1
"1588",0.75,"G4",12.801,"bayes.est","informative",0.9,1
"1589",0.5,"G1",29.301,"bayes.est","informative",0.9,1
"1590",0.5,"G2",27.201,"bayes.est","informative",0.9,1
"1591",0.5,"G3",31.301,"bayes.est","informative",0.9,1
"1592",0.5,"G4",17.801,"bayes.est","informative",0.9,1
"1593",0.25,"G1",33.001,"bayes.est","informative",0.9,1
"1594",0.25,"G2",33.201,"bayes.est","informative",0.9,1
"1595",0.25,"G3",36.301,"bayes.est","informative",0.9,1
"1596",0.25,"G4",22.601,"bayes.est","informative",0.9,1
"1597",0.05,"G1",37.101,"bayes.est","informative",0.9,1
"1598",0.05,"G2",40.101,"bayes.est","informative",0.9,1
"1599",0.05,"G3",42.001,"bayes.est","informative",0.9,1
"1600",0.05,"G4",28.301,"bayes.est","informative",0.9,1
"1601",0.95,"G1",19.601,"bayes.est","informative",0.9,2
"1602",0.95,"G2",11.601,"bayes.est","informative",0.9,2
"1603",0.95,"G3",20.201,"bayes.est","informative",0.9,2
"1604",0.95,"G4",7.801,"bayes.est","informative",0.9,2
"1605",0.75,"G1",26.701,"bayes.est","informative",0.9,2
"1606",0.75,"G2",21.901,"bayes.est","informative",0.9,2
"1607",0.75,"G3",29.301,"bayes.est","informative",0.9,2
"1608",0.75,"G4",14.301,"bayes.est","informative",0.9,2
"1609",0.5,"G1",30.401,"bayes.est","informative",0.9,2
"1610",0.5,"G2",28.301,"bayes.est","informative",0.9,2
"1611",0.5,"G3",34.101,"bayes.est","informative",0.9,2
"1612",0.5,"G4",19.101,"bayes.est","informative",0.9,2
"1613",0.25,"G1",33.301,"bayes.est","informative",0.9,2
"1614",0.25,"G2",33.701,"bayes.est","informative",0.9,2
"1615",0.25,"G3",37.801,"bayes.est","informative",0.9,2
"1616",0.25,"G4",23.401,"bayes.est","informative",0.9,2
"1617",0.05,"G1",36.501,"bayes.est","informative",0.9,2
"1618",0.05,"G2",39.701,"bayes.est","informative",0.9,2
"1619",0.05,"G3",42.001,"bayes.est","informative",0.9,2
"1620",0.05,"G4",28.401,"bayes.est","informative",0.9,2
"1621",0.95,"G1",19.601,"bayes.est","informative",0.9,3
"1622",0.95,"G2",11.601,"bayes.est","informative",0.9,3
"1623",0.95,"G3",20.301,"bayes.est","informative",0.9,3
"1624",0.95,"G4",7.801,"bayes.est","informative",0.9,3
"1625",0.75,"G1",26.701,"bayes.est","informative",0.9,3
"1626",0.75,"G2",21.901,"bayes.est","informative",0.9,3
"1627",0.75,"G3",29.401,"bayes.est","informative",0.9,3
"1628",0.75,"G4",14.301,"bayes.est","informative",0.9,3
"1629",0.5,"G1",30.401,"bayes.est","informative",0.9,3
"1630",0.5,"G2",28.401,"bayes.est","informative",0.9,3
"1631",0.5,"G3",34.101,"bayes.est","informative",0.9,3
"1632",0.5,"G4",19.201,"bayes.est","informative",0.9,3
"1633",0.25,"G1",33.301,"bayes.est","informative",0.9,3
"1634",0.25,"G2",33.701,"bayes.est","informative",0.9,3
"1635",0.25,"G3",37.901,"bayes.est","informative",0.9,3
"1636",0.25,"G4",23.401,"bayes.est","informative",0.9,3
"1637",0.05,"G1",36.501,"bayes.est","informative",0.9,3
"1638",0.05,"G2",39.701,"bayes.est","informative",0.9,3
"1639",0.05,"G3",42.001,"bayes.est","informative",0.9,3
"1640",0.05,"G4",28.401,"bayes.est","informative",0.9,3
"1641",0.95,"G1",15.201,"bayes.est","informative",0.9,4
"1642",0.95,"G2",9.801,"bayes.est","informative",0.9,4
"1643",0.95,"G3",12.901,"bayes.est","informative",0.9,4
"1644",0.95,"G4",6.901,"bayes.est","informative",0.9,4
"1645",0.75,"G1",24.101,"bayes.est","informative",0.9,4
"1646",0.75,"G2",19.701,"bayes.est","informative",0.9,4
"1647",0.75,"G3",23.801,"bayes.est","informative",0.9,4
"1648",0.75,"G4",12.401,"bayes.est","informative",0.9,4
"1649",0.5,"G1",29.001,"bayes.est","informative",0.9,4
"1650",0.5,"G2",26.801,"bayes.est","informative",0.9,4
"1651",0.5,"G3",30.501,"bayes.est","informative",0.9,4
"1652",0.5,"G4",17.501,"bayes.est","informative",0.9,4
"1653",0.25,"G1",32.901,"bayes.est","informative",0.9,4
"1654",0.25,"G2",33.001,"bayes.est","informative",0.9,4
"1655",0.25,"G3",35.901,"bayes.est","informative",0.9,4
"1656",0.25,"G4",22.401,"bayes.est","informative",0.9,4
"1657",0.05,"G1",37.301,"bayes.est","informative",0.9,4
"1658",0.05,"G2",40.101,"bayes.est","informative",0.9,4
