"","proportion","turtle.grouping","value","type","prior.type","SD","iter"
"1",0.95,"G1",13.801,"ML.est",NA,NA,NA
"2",0.95,"G2",8.801,"ML.est",NA,NA,NA
"3",0.95,"G3",9.501,"ML.est",NA,NA,NA
"4",0.95,"G4",6.301,"ML.est",NA,NA,NA
"5",0.75,"G1",23.201,"ML.est",NA,NA,NA
"6",0.75,"G2",18.101,"ML.est",NA,NA,NA
"7",0.75,"G3",19.601,"ML.est",NA,NA,NA
"8",0.75,"G4",10.801,"ML.est",NA,NA,NA
"9",0.5,"G1",28.501,"ML.est",NA,NA,NA
"10",0.5,"G2",25.701,"ML.est",NA,NA,NA
"11",0.5,"G3",27.401,"ML.est",NA,NA,NA
"12",0.5,"G4",15.801,"ML.est",NA,NA,NA
"13",0.25,"G1",32.701,"ML.est",NA,NA,NA
"14",0.25,"G2",32.401,"ML.est",NA,NA,NA
"15",0.25,"G3",34.101,"ML.est",NA,NA,NA
"16",0.25,"G4",21.101,"ML.est",NA,NA,NA
"17",0.05,"G1",37.501,"ML.est",NA,NA,NA
"18",0.05,"G2",40.401,"ML.est",NA,NA,NA
"19",0.05,"G3",42.101,"ML.est",NA,NA,NA
"20",0.05,"G4",28.101,"ML.est",NA,NA,NA
"21",0.95,"G1",10.201,"bayes.est","informative",0.1,1
"22",0.95,"G2",10.001,"bayes.est","informative",0.1,1
"23",0.95,"G3",10.201,"bayes.est","informative",0.1,1
"24",0.95,"G4",9.201,"bayes.est","informative",0.1,1
"25",0.75,"G1",20.001,"bayes.est","informative",0.1,1
"26",0.75,"G2",20.001,"bayes.est","informative",0.1,1
"27",0.75,"G3",20.701,"bayes.est","informative",0.1,1
"28",0.75,"G4",16.101,"bayes.est","informative",0.1,1
"29",0.5,"G1",26.701,"bayes.est","informative",0.1,1
"30",0.5,"G2",27.001,"bayes.est","informative",0.1,1
"31",0.5,"G3",28.101,"bayes.est","informative",0.1,1
"32",0.5,"G4",20.501,"bayes.est","informative",0.1,1
"33",0.25,"G1",32.401,"bayes.est","informative",0.1,1
"34",0.25,"G2",33.001,"bayes.est","informative",0.1,1
"35",0.25,"G3",34.401,"bayes.est","informative",0.1,1
"36",0.25,"G4",24.201,"bayes.est","informative",0.1,1
"37",0.05,"G1",38.901,"bayes.est","informative",0.1,1
"38",0.05,"G2",39.801,"bayes.est","informative",0.1,1
"39",0.05,"G3",41.701,"bayes.est","informative",0.1,1
"40",0.05,"G4",28.401,"bayes.est","informative",0.1,1
"41",0.95,"G1",12.001,"bayes.est","informative",0.1,2
"42",0.95,"G2",11.801,"bayes.est","informative",0.1,2
"43",0.95,"G3",12.201,"bayes.est","informative",0.1,2
"44",0.95,"G4",10.501,"bayes.est","informative",0.1,2
"45",0.75,"G1",21.601,"bayes.est","informative",0.1,2
"46",0.75,"G2",21.901,"bayes.est","informative",0.1,2
"47",0.75,"G3",22.801,"bayes.est","informative",0.1,2
"48",0.75,"G4",17.301,"bayes.est","informative",0.1,2
"49",0.5,"G1",27.401,"bayes.est","informative",0.1,2
"50",0.5,"G2",28.201,"bayes.est","informative",0.1,2
"51",0.5,"G3",29.401,"bayes.est","informative",0.1,2
"52",0.5,"G4",21.301,"bayes.est","informative",0.1,2
"53",0.25,"G1",32.101,"bayes.est","informative",0.1,2
"54",0.25,"G2",33.301,"bayes.est","informative",0.1,2
"55",0.25,"G3",34.801,"bayes.est","informative",0.1,2
"56",0.25,"G4",24.601,"bayes.est","informative",0.1,2
"57",0.05,"G1",37.501,"bayes.est","informative",0.1,2
"58",0.05,"G2",39.201,"bayes.est","informative",0.1,2
"59",0.05,"G3",40.901,"bayes.est","informative",0.1,2
"60",0.05,"G4",28.201,"bayes.est","informative",0.1,2
"61",0.95,"G1",13.501,"bayes.est","informative",0.1,3
"62",0.95,"G2",13.301,"bayes.est","informative",0.1,3
"63",0.95,"G3",13.901,"bayes.est","informative",0.1,3
"64",0.95,"G4",11.601,"bayes.est","informative",0.1,3
"65",0.75,"G1",23.101,"bayes.est","informative",0.1,3
"66",0.75,"G2",23.501,"bayes.est","informative",0.1,3
"67",0.75,"G3",24.901,"bayes.est","informative",0.1,3
"68",0.75,"G4",18.501,"bayes.est","informative",0.1,3
"69",0.5,"G1",28.601,"bayes.est","informative",0.1,3
"70",0.5,"G2",29.401,"bayes.est","informative",0.1,3
"71",0.5,"G3",31.301,"bayes.est","informative",0.1,3
"72",0.5,"G4",22.401,"bayes.est","informative",0.1,3
"73",0.25,"G1",33.101,"bayes.est","informative",0.1,3
"74",0.25,"G2",34.201,"bayes.est","informative",0.1,3
"75",0.25,"G3",36.501,"bayes.est","informative",0.1,3
"76",0.25,"G4",25.501,"bayes.est","informative",0.1,3
"77",0.05,"G1",38.101,"bayes.est","informative",0.1,3
"78",0.05,"G2",39.601,"bayes.est","informative",0.1,3
"79",0.05,"G3",42.301,"bayes.est","informative",0.1,3
"80",0.05,"G4",29.001,"bayes.est","informative",0.1,3
"81",0.95,"G1",13.301,"bayes.est","informative",0.1,4
"82",0.95,"G2",13.101,"bayes.est","informative",0.1,4
"83",0.95,"G3",13.701,"bayes.est","informative",0.1,4
"84",0.95,"G4",11.501,"bayes.est","informative",0.1,4
"85",0.75,"G1",22.901,"bayes.est","informative",0.1,4
"86",0.75,"G2",23.301,"bayes.est","informative",0.1,4
"87",0.75,"G3",24.601,"bayes.est","informative",0.1,4
"88",0.75,"G4",18.401,"bayes.est","informative",0.1,4
"89",0.5,"G1",28.501,"bayes.est","informative",0.1,4
"90",0.5,"G2",29.301,"bayes.est","informative",0.1,4
"91",0.5,"G3",31.101,"bayes.est","informative",0.1,4
"92",0.5,"G4",22.301,"bayes.est","informative",0.1,4
"93",0.25,"G1",33.001,"bayes.est","informative",0.1,4
"94",0.25,"G2",34.101,"bayes.est","informative",0.1,4
"95",0.25,"G3",36.301,"bayes.est","informative",0.1,4
"96",0.25,"G4",25.401,"bayes.est","informative",0.1,4
"97",0.05,"G1",38.101,"bayes.est","informative",0.1,4
"98",0.05,"G2",39.601,"bayes.est","informative",0.1,4
"99",0.05,"G3",42.201,"bayes.est","informative",0.1,4
"100",0.05,"G4",28.901,"bayes.est","informative",0.1,4
"101",0.95,"G1",11.101,"bayes.est","informative",0.1,5
"102",0.95,"G2",10.901,"bayes.est","informative",0.1,5
"103",0.95,"G3",11.201,"bayes.est","informative",0.1,5
"104",0.95,"G4",9.901,"bayes.est","informative",0.1,5
"105",0.75,"G1",21.001,"bayes.est","informative",0.1,5
"106",0.75,"G2",21.101,"bayes.est","informative",0.1,5
"107",0.75,"G3",22.101,"bayes.est","informative",0.1,5
"108",0.75,"G4",16.801,"bayes.est","informative",0.1,5
"109",0.5,"G1",27.401,"bayes.est","informative",0.1,5
"110",0.5,"G2",27.801,"bayes.est","informative",0.1,5
"111",0.5,"G3",29.201,"bayes.est","informative",0.1,5
"112",0.5,"G4",21.101,"bayes.est","informative",0.1,5
"113",0.25,"G1",32.601,"bayes.est","informative",0.1,5
"114",0.25,"G2",33.401,"bayes.est","informative",0.1,5
"115",0.25,"G3",35.201,"bayes.est","informative",0.1,5
"116",0.25,"G4",24.701,"bayes.est","informative",0.1,5
"117",0.05,"G1",38.601,"bayes.est","informative",0.1,5
"118",0.05,"G2",39.801,"bayes.est","informative",0.1,5
"119",0.05,"G3",42.101,"bayes.est","informative",0.1,5
"120",0.05,"G4",28.701,"bayes.est","informative",0.1,5
"121",0.95,"G1",8.201,"bayes.est","informative",0.1,6
"122",0.95,"G2",8.101,"bayes.est","informative",0.1,6
"123",0.95,"G3",8.101,"bayes.est","informative",0.1,6
"124",0.95,"G4",7.601,"bayes.est","informative",0.1,6
"125",0.75,"G1",17.301,"bayes.est","informative",0.1,6
"126",0.75,"G2",16.901,"bayes.est","informative",0.1,6
"127",0.75,"G3",17.201,"bayes.est","informative",0.1,6
"128",0.75,"G4",14.001,"bayes.est","informative",0.1,6
"129",0.5,"G1",25.201,"bayes.est","informative",0.1,6
"130",0.5,"G2",24.801,"bayes.est","informative",0.1,6
"131",0.5,"G3",25.401,"bayes.est","informative",0.1,6
"132",0.5,"G4",19.001,"bayes.est","informative",0.1,6
"133",0.25,"G1",32.701,"bayes.est","informative",0.1,6
"134",0.25,"G2",32.201,"bayes.est","informative",0.1,6
"135",0.25,"G3",33.301,"bayes.est","informative",0.1,6
"136",0.25,"G4",23.401,"bayes.est","informative",0.1,6
"137",0.05,"G1",41.701,"bayes.est","informative",0.1,6
"138",0.05,"G2",41.201,"bayes.est","informative",0.1,6
"139",0.05,"G3",42.901,"bayes.est","informative",0.1,6
"140",0.05,"G4",28.601,"bayes.est","informative",0.1,6
"141",0.95,"G1",12.601,"bayes.est","informative",0.1,7
"142",0.95,"G2",12.401,"bayes.est","informative",0.1,7
"143",0.95,"G3",12.901,"bayes.est","informative",0.1,7
"144",0.95,"G4",10.901,"bayes.est","informative",0.1,7
"145",0.75,"G1",22.301,"bayes.est","informative",0.1,7
"146",0.75,"G2",22.601,"bayes.est","informative",0.1,7
"147",0.75,"G3",23.801,"bayes.est","informative",0.1,7
"148",0.75,"G4",17.901,"bayes.est","informative",0.1,7
"149",0.5,"G1",28.101,"bayes.est","informative",0.1,7
"150",0.5,"G2",28.801,"bayes.est","informative",0.1,7
"151",0.5,"G3",30.501,"bayes.est","informative",0.1,7
"152",0.5,"G4",21.901,"bayes.est","informative",0.1,7
"153",0.25,"G1",32.801,"bayes.est","informative",0.1,7
"154",0.25,"G2",33.901,"bayes.est","informative",0.1,7
"155",0.25,"G3",35.901,"bayes.est","informative",0.1,7
"156",0.25,"G4",25.201,"bayes.est","informative",0.1,7
"157",0.05,"G1",38.101,"bayes.est","informative",0.1,7
"158",0.05,"G2",39.601,"bayes.est","informative",0.1,7
"159",0.05,"G3",42.101,"bayes.est","informative",0.1,7
"160",0.05,"G4",28.801,"bayes.est","informative",0.1,7
"161",0.95,"G1",12.001,"bayes.est","informative",0.1,8
"162",0.95,"G2",11.801,"bayes.est","informative",0.1,8
"163",0.95,"G3",12.201,"bayes.est","informative",0.1,8
"164",0.95,"G4",10.501,"bayes.est","informative",0.1,8
"165",0.75,"G1",21.901,"bayes.est","informative",0.1,8
"166",0.75,"G2",22.101,"bayes.est","informative",0.1,8
"167",0.75,"G3",23.201,"bayes.est","informative",0.1,8
"168",0.75,"G4",17.501,"bayes.est","informative",0.1,8
"169",0.5,"G1",28.001,"bayes.est","informative",0.1,8
"170",0.5,"G2",28.501,"bayes.est","informative",0.1,8
"171",0.5,"G3",30.201,"bayes.est","informative",0.1,8
"172",0.5,"G4",21.701,"bayes.est","informative",0.1,8
"173",0.25,"G1",33.001,"bayes.est","informative",0.1,8
"174",0.25,"G2",33.801,"bayes.est","informative",0.1,8
"175",0.25,"G3",35.901,"bayes.est","informative",0.1,8
"176",0.25,"G4",25.101,"bayes.est","informative",0.1,8
"177",0.05,"G1",38.701,"bayes.est","informative",0.1,8
"178",0.05,"G2",39.801,"bayes.est","informative",0.1,8
"179",0.05,"G3",42.401,"bayes.est","informative",0.1,8
"180",0.05,"G4",28.901,"bayes.est","informative",0.1,8
"181",0.95,"G1",12.901,"bayes.est","informative",0.1,9
"182",0.95,"G2",12.701,"bayes.est","informative",0.1,9
"183",0.95,"G3",13.301,"bayes.est","informative",0.1,9
"184",0.95,"G4",11.201,"bayes.est","informative",0.1,9
"185",0.75,"G1",22.601,"bayes.est","informative",0.1,9
"186",0.75,"G2",22.901,"bayes.est","informative",0.1,9
"187",0.75,"G3",24.201,"bayes.est","informative",0.1,9
"188",0.75,"G4",18.101,"bayes.est","informative",0.1,9
"189",0.5,"G1",28.201,"bayes.est","informative",0.1,9
"190",0.5,"G2",29.001,"bayes.est","informative",0.1,9
"191",0.5,"G3",30.701,"bayes.est","informative",0.1,9
"192",0.5,"G4",22.001,"bayes.est","informative",0.1,9
"193",0.25,"G1",32.801,"bayes.est","informative",0.1,9
"194",0.25,"G2",33.901,"bayes.est","informative",0.1,9
"195",0.25,"G3",36.001,"bayes.est","informative",0.1,9
"196",0.25,"G4",25.201,"bayes.est","informative",0.1,9
"197",0.05,"G1",38.001,"bayes.est","informative",0.1,9
"198",0.05,"G2",39.501,"bayes.est","informative",0.1,9
"199",0.05,"G3",42.001,"bayes.est","informative",0.1,9
"200",0.05,"G4",28.801,"bayes.est","informative",0.1,9
"201",0.95,"G1",9.801,"bayes.est","informative",0.1,10
"202",0.95,"G2",9.601,"bayes.est","informative",0.1,10
"203",0.95,"G3",9.701,"bayes.est","informative",0.1,10
"204",0.95,"G4",8.801,"bayes.est","informative",0.1,10
"205",0.75,"G1",19.501,"bayes.est","informative",0.1,10
"206",0.75,"G2",19.401,"bayes.est","informative",0.1,10
"207",0.75,"G3",19.901,"bayes.est","informative",0.1,10
"208",0.75,"G4",15.601,"bayes.est","informative",0.1,10
"209",0.5,"G1",26.401,"bayes.est","informative",0.1,10
"210",0.5,"G2",26.501,"bayes.est","informative",0.1,10
"211",0.5,"G3",27.501,"bayes.est","informative",0.1,10
"212",0.5,"G4",20.201,"bayes.est","informative",0.1,10
"213",0.25,"G1",32.301,"bayes.est","informative",0.1,10
"214",0.25,"G2",32.801,"bayes.est","informative",0.1,10
"215",0.25,"G3",34.101,"bayes.est","informative",0.1,10
"216",0.25,"G4",24.001,"bayes.est","informative",0.1,10
"217",0.05,"G1",39.201,"bayes.est","informative",0.1,10
"218",0.05,"G2",40.001,"bayes.est","informative",0.1,10
"219",0.05,"G3",41.801,"bayes.est","informative",0.1,10
"220",0.05,"G4",28.301,"bayes.est","informative",0.1,10
"221",0.95,"G1",22.801,"bayes.est","informative",0.2,1
"222",0.95,"G2",23.501,"bayes.est","informative",0.2,1
"223",0.95,"G3",25.901,"bayes.est","informative",0.2,1
"224",0.95,"G4",18.501,"bayes.est","informative",0.2,1
"225",0.75,"G1",28.401,"bayes.est","informative",0.2,1
"226",0.75,"G2",30.301,"bayes.est","informative",0.2,1
"227",0.75,"G3",32.801,"bayes.est","informative",0.2,1
"228",0.75,"G4",23.101,"bayes.est","informative",0.2,1
"229",0.5,"G1",31.401,"bayes.est","informative",0.2,1
"230",0.5,"G2",33.701,"bayes.est","informative",0.2,1
"231",0.5,"G3",36.401,"bayes.est","informative",0.2,1
"232",0.5,"G4",25.501,"bayes.est","informative",0.2,1
"233",0.25,"G1",33.701,"bayes.est","informative",0.2,1
"234",0.25,"G2",36.501,"bayes.est","informative",0.2,1
"235",0.25,"G3",39.201,"bayes.est","informative",0.2,1
"236",0.25,"G4",27.401,"bayes.est","informative",0.2,1
"237",0.05,"G1",36.201,"bayes.est","informative",0.2,1
"238",0.05,"G2",39.501,"bayes.est","informative",0.2,1
"239",0.05,"G3",42.301,"bayes.est","informative",0.2,1
"240",0.05,"G4",29.401,"bayes.est","informative",0.2,1
"241",0.95,"G1",21.001,"bayes.est","informative",0.2,2
"242",0.95,"G2",21.201,"bayes.est","informative",0.2,2
"243",0.95,"G3",23.501,"bayes.est","informative",0.2,2
"244",0.95,"G4",16.901,"bayes.est","informative",0.2,2
"245",0.75,"G1",27.501,"bayes.est","informative",0.2,2
"246",0.75,"G2",28.801,"bayes.est","informative",0.2,2
"247",0.75,"G3",31.301,"bayes.est","informative",0.2,2
"248",0.75,"G4",22.101,"bayes.est","informative",0.2,2
"249",0.5,"G1",30.801,"bayes.est","informative",0.2,2
"250",0.5,"G2",32.801,"bayes.est","informative",0.2,2
"251",0.5,"G3",35.401,"bayes.est","informative",0.2,2
"252",0.5,"G4",24.801,"bayes.est","informative",0.2,2
"253",0.25,"G1",33.401,"bayes.est","informative",0.2,2
"254",0.25,"G2",35.901,"bayes.est","informative",0.2,2
"255",0.25,"G3",38.601,"bayes.est","informative",0.2,2
"256",0.25,"G4",26.901,"bayes.est","informative",0.2,2
"257",0.05,"G1",36.301,"bayes.est","informative",0.2,2
"258",0.05,"G2",39.301,"bayes.est","informative",0.2,2
"259",0.05,"G3",42.101,"bayes.est","informative",0.2,2
"260",0.05,"G4",29.201,"bayes.est","informative",0.2,2
"261",0.95,"G1",14.501,"bayes.est","informative",0.2,3
"262",0.95,"G2",13.401,"bayes.est","informative",0.2,3
"263",0.95,"G3",14.901,"bayes.est","informative",0.2,3
"264",0.95,"G4",11.301,"bayes.est","informative",0.2,3
"265",0.75,"G1",23.701,"bayes.est","informative",0.2,3
"266",0.75,"G2",23.501,"bayes.est","informative",0.2,3
"267",0.75,"G3",25.601,"bayes.est","informative",0.2,3
"268",0.75,"G4",18.201,"bayes.est","informative",0.2,3
"269",0.5,"G1",28.801,"bayes.est","informative",0.2,3
"270",0.5,"G2",29.401,"bayes.est","informative",0.2,3
"271",0.5,"G3",31.601,"bayes.est","informative",0.2,3
"272",0.5,"G4",22.101,"bayes.est","informative",0.2,3
"273",0.25,"G1",32.901,"bayes.est","informative",0.2,3
"274",0.25,"G2",34.101,"bayes.est","informative",0.2,3
"275",0.25,"G3",36.501,"bayes.est","informative",0.2,3
"276",0.25,"G4",25.201,"bayes.est","informative",0.2,3
"277",0.05,"G1",37.601,"bayes.est","informative",0.2,3
"278",0.05,"G2",39.501,"bayes.est","informative",0.2,3
"279",0.05,"G3",42.001,"bayes.est","informative",0.2,3
"280",0.05,"G4",28.801,"bayes.est","informative",0.2,3
"281",0.95,"G1",21.301,"bayes.est","informative",0.2,4
"282",0.95,"G2",21.501,"bayes.est","informative",0.2,4
"283",0.95,"G3",23.901,"bayes.est","informative",0.2,4
"284",0.95,"G4",17.201,"bayes.est","informative",0.2,4
"285",0.75,"G1",27.601,"bayes.est","informative",0.2,4
"286",0.75,"G2",29.001,"bayes.est","informative",0.2,4
"287",0.75,"G3",31.601,"bayes.est","informative",0.2,4
"288",0.75,"G4",22.301,"bayes.est","informative",0.2,4
"289",0.5,"G1",30.901,"bayes.est","informative",0.2,4
"290",0.5,"G2",32.901,"bayes.est","informative",0.2,4
"291",0.5,"G3",35.501,"bayes.est","informative",0.2,4
"292",0.5,"G4",24.901,"bayes.est","informative",0.2,4
"293",0.25,"G1",33.401,"bayes.est","informative",0.2,4
"294",0.25,"G2",36.001,"bayes.est","informative",0.2,4
"295",0.25,"G3",38.701,"bayes.est","informative",0.2,4
"296",0.25,"G4",27.001,"bayes.est","informative",0.2,4
"297",0.05,"G1",36.301,"bayes.est","informative",0.2,4
"298",0.05,"G2",39.301,"bayes.est","informative",0.2,4
"299",0.05,"G3",42.101,"bayes.est","informative",0.2,4
"300",0.05,"G4",29.301,"bayes.est","informative",0.2,4
"301",0.95,"G1",18.801,"bayes.est","informative",0.2,5
"302",0.95,"G2",18.401,"bayes.est","informative",0.2,5
"303",0.95,"G3",20.601,"bayes.est","informative",0.2,5
"304",0.95,"G4",14.901,"bayes.est","informative",0.2,5
"305",0.75,"G1",26.301,"bayes.est","informative",0.2,5
"306",0.75,"G2",27.101,"bayes.est","informative",0.2,5
"307",0.75,"G3",29.601,"bayes.est","informative",0.2,5
"308",0.75,"G4",20.801,"bayes.est","informative",0.2,5
"309",0.5,"G1",30.201,"bayes.est","informative",0.2,5
"310",0.5,"G2",31.701,"bayes.est","informative",0.2,5
"311",0.5,"G3",34.201,"bayes.est","informative",0.2,5
"312",0.5,"G4",23.901,"bayes.est","informative",0.2,5
"313",0.25,"G1",33.301,"bayes.est","informative",0.2,5
"314",0.25,"G2",35.301,"bayes.est","informative",0.2,5
"315",0.25,"G3",38.001,"bayes.est","informative",0.2,5
"316",0.25,"G4",26.401,"bayes.est","informative",0.2,5
"317",0.05,"G1",36.701,"bayes.est","informative",0.2,5
"318",0.05,"G2",39.301,"bayes.est","informative",0.2,5
"319",0.05,"G3",42.101,"bayes.est","informative",0.2,5
"320",0.05,"G4",29.101,"bayes.est","informative",0.2,5
"321",0.95,"G1",13.001,"bayes.est","informative",0.2,6
"322",0.95,"G2",11.901,"bayes.est","informative",0.2,6
"323",0.95,"G3",13.001,"bayes.est","informative",0.2,6
"324",0.95,"G4",10.201,"bayes.est","informative",0.2,6
"325",0.75,"G1",22.601,"bayes.est","informative",0.2,6
"326",0.75,"G2",22.201,"bayes.est","informative",0.2,6
"327",0.75,"G3",24.001,"bayes.est","informative",0.2,6
"328",0.75,"G4",17.201,"bayes.est","informative",0.2,6
"329",0.5,"G1",28.301,"bayes.est","informative",0.2,6
"330",0.5,"G2",28.501,"bayes.est","informative",0.2,6
"331",0.5,"G3",30.601,"bayes.est","informative",0.2,6
"332",0.5,"G4",21.401,"bayes.est","informative",0.2,6
"333",0.25,"G1",32.901,"bayes.est","informative",0.2,6
"334",0.25,"G2",33.801,"bayes.est","informative",0.2,6
"335",0.25,"G3",36.001,"bayes.est","informative",0.2,6
"336",0.25,"G4",24.801,"bayes.est","informative",0.2,6
"337",0.05,"G1",38.001,"bayes.est","informative",0.2,6
"338",0.05,"G2",39.701,"bayes.est","informative",0.2,6
"339",0.05,"G3",42.101,"bayes.est","informative",0.2,6
"340",0.05,"G4",28.701,"bayes.est","informative",0.2,6
"341",0.95,"G1",20.901,"bayes.est","informative",0.2,7
"342",0.95,"G2",21.101,"bayes.est","informative",0.2,7
"343",0.95,"G3",23.401,"bayes.est","informative",0.2,7
"344",0.95,"G4",16.801,"bayes.est","informative",0.2,7
"345",0.75,"G1",27.501,"bayes.est","informative",0.2,7
"346",0.75,"G2",28.801,"bayes.est","informative",0.2,7
"347",0.75,"G3",31.301,"bayes.est","informative",0.2,7
"348",0.75,"G4",22.101,"bayes.est","informative",0.2,7
"349",0.5,"G1",30.801,"bayes.est","informative",0.2,7
"350",0.5,"G2",32.701,"bayes.est","informative",0.2,7
"351",0.5,"G3",35.401,"bayes.est","informative",0.2,7
"352",0.5,"G4",24.801,"bayes.est","informative",0.2,7
"353",0.25,"G1",33.401,"bayes.est","informative",0.2,7
"354",0.25,"G2",35.901,"bayes.est","informative",0.2,7
"355",0.25,"G3",38.601,"bayes.est","informative",0.2,7
"356",0.25,"G4",26.901,"bayes.est","informative",0.2,7
"357",0.05,"G1",36.401,"bayes.est","informative",0.2,7
"358",0.05,"G2",39.401,"bayes.est","informative",0.2,7
"359",0.05,"G3",42.201,"bayes.est","informative",0.2,7
"360",0.05,"G4",29.301,"bayes.est","informative",0.2,7
"361",0.95,"G1",15.701,"bayes.est","informative",0.2,9
"362",0.95,"G2",14.801,"bayes.est","informative",0.2,9
"363",0.95,"G3",16.501,"bayes.est","informative",0.2,9
"364",0.95,"G4",12.301,"bayes.est","informative",0.2,9
"365",0.75,"G1",24.501,"bayes.est","informative",0.2,9
"366",0.75,"G2",24.601,"bayes.est","informative",0.2,9
"367",0.75,"G3",26.801,"bayes.est","informative",0.2,9
"368",0.75,"G4",19.001,"bayes.est","informative",0.2,9
"369",0.5,"G1",29.301,"bayes.est","informative",0.2,9
"370",0.5,"G2",30.101,"bayes.est","informative",0.2,9
"371",0.5,"G3",32.501,"bayes.est","informative",0.2,9
"372",0.5,"G4",22.701,"bayes.est","informative",0.2,9
"373",0.25,"G1",33.101,"bayes.est","informative",0.2,9
"374",0.25,"G2",34.501,"bayes.est","informative",0.2,9
"375",0.25,"G3",37.001,"bayes.est","informative",0.2,9
"376",0.25,"G4",25.601,"bayes.est","informative",0.2,9
"377",0.05,"G1",37.301,"bayes.est","informative",0.2,9
"378",0.05,"G2",39.401,"bayes.est","informative",0.2,9
"379",0.05,"G3",42.001,"bayes.est","informative",0.2,9
"380",0.05,"G4",28.901,"bayes.est","informative",0.2,9
"381",0.95,"G1",22.101,"bayes.est","informative",0.2,10
"382",0.95,"G2",22.701,"bayes.est","informative",0.2,10
"383",0.95,"G3",25.001,"bayes.est","informative",0.2,10
"384",0.95,"G4",17.901,"bayes.est","informative",0.2,10
"385",0.75,"G1",28.101,"bayes.est","informative",0.2,10
"386",0.75,"G2",29.701,"bayes.est","informative",0.2,10
"387",0.75,"G3",32.301,"bayes.est","informative",0.2,10
"388",0.75,"G4",22.801,"bayes.est","informative",0.2,10
"389",0.5,"G1",31.101,"bayes.est","informative",0.2,10
"390",0.5,"G2",33.401,"bayes.est","informative",0.2,10
"391",0.5,"G3",36.001,"bayes.est","informative",0.2,10
"392",0.5,"G4",25.201,"bayes.est","informative",0.2,10
"393",0.25,"G1",33.601,"bayes.est","informative",0.2,10
"394",0.25,"G2",36.201,"bayes.est","informative",0.2,10
"395",0.25,"G3",39.001,"bayes.est","informative",0.2,10
"396",0.25,"G4",27.201,"bayes.est","informative",0.2,10
"397",0.05,"G1",36.201,"bayes.est","informative",0.2,10
"398",0.05,"G2",39.401,"bayes.est","informative",0.2,10
"399",0.05,"G3",42.201,"bayes.est","informative",0.2,10
"400",0.05,"G4",29.401,"bayes.est","informative",0.2,10
"401",0.95,"G1",18.401,"bayes.est","informative",0.3,1
"402",0.95,"G2",16.401,"bayes.est","informative",0.3,1
"403",0.95,"G3",19.901,"bayes.est","informative",0.3,1
"404",0.95,"G4",13.201,"bayes.est","informative",0.3,1
"405",0.75,"G1",26.101,"bayes.est","informative",0.3,1
"406",0.75,"G2",25.801,"bayes.est","informative",0.3,1
"407",0.75,"G3",29.101,"bayes.est","informative",0.3,1
"408",0.75,"G4",19.601,"bayes.est","informative",0.3,1
"409",0.5,"G1",30.001,"bayes.est","informative",0.3,1
"410",0.5,"G2",30.801,"bayes.est","informative",0.3,1
"411",0.5,"G3",33.901,"bayes.est","informative",0.3,1
"412",0.5,"G4",23.101,"bayes.est","informative",0.3,1
"413",0.25,"G1",33.201,"bayes.est","informative",0.3,1
"414",0.25,"G2",34.801,"bayes.est","informative",0.3,1
"415",0.25,"G3",37.701,"bayes.est","informative",0.3,1
"416",0.25,"G4",25.801,"bayes.est","informative",0.3,1
"417",0.05,"G1",36.701,"bayes.est","informative",0.3,1
"418",0.05,"G2",39.301,"bayes.est","informative",0.3,1
"419",0.05,"G3",42.001,"bayes.est","informative",0.3,1
"420",0.05,"G4",28.901,"bayes.est","informative",0.3,1
"421",0.95,"G1",21.601,"bayes.est","informative",0.3,2
"422",0.95,"G2",20.701,"bayes.est","informative",0.3,2
"423",0.95,"G3",24.301,"bayes.est","informative",0.3,2
"424",0.95,"G4",16.401,"bayes.est","informative",0.3,2
"425",0.75,"G1",27.801,"bayes.est","informative",0.3,2
"426",0.75,"G2",28.501,"bayes.est","informative",0.3,2
"427",0.75,"G3",31.901,"bayes.est","informative",0.3,2
"428",0.75,"G4",21.801,"bayes.est","informative",0.3,2
"429",0.5,"G1",31.001,"bayes.est","informative",0.3,2
"430",0.5,"G2",32.601,"bayes.est","informative",0.3,2
"431",0.5,"G3",35.701,"bayes.est","informative",0.3,2
"432",0.5,"G4",24.601,"bayes.est","informative",0.3,2
"433",0.25,"G1",33.501,"bayes.est","informative",0.3,2
"434",0.25,"G2",35.801,"bayes.est","informative",0.3,2
"435",0.25,"G3",38.801,"bayes.est","informative",0.3,2
"436",0.25,"G4",26.701,"bayes.est","informative",0.3,2
"437",0.05,"G1",36.301,"bayes.est","informative",0.3,2
"438",0.05,"G2",39.301,"bayes.est","informative",0.3,2
"439",0.05,"G3",42.201,"bayes.est","informative",0.3,2
"440",0.05,"G4",29.201,"bayes.est","informative",0.3,2
"441",0.95,"G1",15.601,"bayes.est","informative",0.3,3
"442",0.95,"G2",13.301,"bayes.est","informative",0.3,3
"443",0.95,"G3",16.001,"bayes.est","informative",0.3,3
"444",0.95,"G4",10.701,"bayes.est","informative",0.3,3
"445",0.75,"G1",24.401,"bayes.est","informative",0.3,3
"446",0.75,"G2",23.501,"bayes.est","informative",0.3,3
"447",0.75,"G3",26.401,"bayes.est","informative",0.3,3
"448",0.75,"G4",17.701,"bayes.est","informative",0.3,3
"449",0.5,"G1",29.201,"bayes.est","informative",0.3,3
"450",0.5,"G2",29.401,"bayes.est","informative",0.3,3
"451",0.5,"G3",32.201,"bayes.est","informative",0.3,3
