"","iter","estimate","priorSD","grouping","bayestype","parameter","est.type","priortype","type"
"2028","5",0.1254,"0.7","G2","post","b1","coef","informative","bayes.est"
"2029","5",0.2271,"0.7","G3","post","b0","bias","informative","bayes.est"
"2030","5",0.3437,"0.7","G3","post","b1","bias","informative","bayes.est"
"2031","5",-7.2806,"0.7","G3","post","b0","coef","informative","bayes.est"
"2032","5",0.2149,"0.7","G3","post","b1","coef","informative","bayes.est"
"2033","5",0.4675,"0.7","G4","post","b0","bias","informative","bayes.est"
"2034","5",0.7959,"0.7","G4","post","b1","bias","informative","bayes.est"
"2035","5",-6.8731,"0.7","G4","post","b0","coef","informative","bayes.est"
"2036","5",0.1664,"0.7","G4","post","b1","coef","informative","bayes.est"
"2037","5",-0.0104,"0.7","pi","post","pi","bias","informative","bayes.est"
"2038","5",0.7146,"0.7","pi","post","pi","coef","informative","bayes.est"
"2039","5",-8.5349,"0.7",NA,"prior","b0","coef","informative","bayes.est"
"2040","5",0.0035,"0.7",NA,"prior","b1","coef","informative","bayes.est"
"2041","5",0.1028,"0.8","G1","post","b0","bias","informative","bayes.est"
"2042","5",0.2117,"0.8","G1","post","b1","bias","informative","bayes.est"
"2043","5",-3.6092,"0.8","G1","post","b0","coef","informative","bayes.est"
"2044","5",0.1102,"0.8","G1","post","b1","coef","informative","bayes.est"
"2045","5",0.0381,"0.8","G2","post","b0","bias","informative","bayes.est"
"2046","5",0.0687,"0.8","G2","post","b1","bias","informative","bayes.est"
"2047","5",-4.6427,"0.8","G2","post","b0","coef","informative","bayes.est"
"2048","5",0.0968,"0.8","G2","post","b1","coef","informative","bayes.est"
"2049","5",-0.0184,"0.8","G3","post","b0","bias","informative","bayes.est"
"2050","5",-0.0414,"0.8","G3","post","b1","bias","informative","bayes.est"
"2051","5",-5.8243,"0.8","G3","post","b0","coef","informative","bayes.est"
"2052","5",0.1533,"0.8","G3","post","b1","coef","informative","bayes.est"
"2053","5",0.0815,"0.8","G4","post","b0","bias","informative","bayes.est"
"2054","5",0.1324,"0.8","G4","post","b1","bias","informative","bayes.est"
"2055","5",-5.065,"0.8","G4","post","b0","coef","informative","bayes.est"
"2056","5",0.1049,"0.8","G4","post","b1","coef","informative","bayes.est"
"2057","5",-0.0091,"0.8","pi","post","pi","bias","informative","bayes.est"
"2058","5",0.7156,"0.8","pi","post","pi","coef","informative","bayes.est"
"2059","5",-5.5274,"0.8",NA,"prior","b0","coef","informative","bayes.est"
"2060","5",0.4305,"0.8",NA,"prior","b1","coef","informative","bayes.est"
"2061","5",0.2644,"0.9","G1","post","b0","bias","informative","bayes.est"
"2062","5",0.5498,"0.9","G1","post","b1","bias","informative","bayes.est"
"2063","5",-4.1379,"0.9","G1","post","b0","coef","informative","bayes.est"
"2064","5",0.141,"0.9","G1","post","b1","coef","informative","bayes.est"
"2065","5",0.1662,"0.9","G2","post","b0","bias","informative","bayes.est"
"2066","5",0.3336,"0.9","G2","post","b1","bias","informative","bayes.est"
"2067","5",-5.2154,"0.9","G2","post","b0","coef","informative","bayes.est"
"2068","5",0.1207,"0.9","G2","post","b1","coef","informative","bayes.est"
"2069","5",0.2727,"0.9","G3","post","b0","bias","informative","bayes.est"
"2070","5",0.4122,"0.9","G3","post","b1","bias","informative","bayes.est"
"2071","5",-7.5512,"0.9","G3","post","b0","coef","informative","bayes.est"
"2072","5",0.2259,"0.9","G3","post","b1","coef","informative","bayes.est"
"2073","5",0.5032,"0.9","G4","post","b0","bias","informative","bayes.est"
"2074","5",0.8527,"0.9","G4","post","b1","bias","informative","bayes.est"
"2075","5",-7.0403,"0.9","G4","post","b0","coef","informative","bayes.est"
"2076","5",0.1717,"0.9","G4","post","b1","coef","informative","bayes.est"
"2077","5",-0.0104,"0.9","pi","post","pi","bias","informative","bayes.est"
"2078","5",0.7146,"0.9","pi","post","pi","coef","informative","bayes.est"
"2079","5",-9.864,"0.9",NA,"prior","b0","coef","informative","bayes.est"
"2080","5",0.1948,"0.9",NA,"prior","b1","coef","informative","bayes.est"
"2081","5",0.1335,"1","G1","post","b0","bias","uninformative","bayes.est"
"2082","5",0.2787,"1","G1","post","b1","bias","uninformative","bayes.est"
"2083","5",-3.7095,"1","G1","post","b0","coef","uninformative","bayes.est"
"2084","5",0.1163,"1","G1","post","b1","coef","uninformative","bayes.est"
"2085","5",0.0751,"1","G2","post","b0","bias","uninformative","bayes.est"
"2086","5",0.1472,"1","G2","post","b1","bias","uninformative","bayes.est"
"2087","5",-4.8083,"1","G2","post","b0","coef","uninformative","bayes.est"
"2088","5",0.1039,"1","G2","post","b1","coef","uninformative","bayes.est"
"2089","5",0.0896,"1","G3","post","b0","bias","uninformative","bayes.est"
"2090","5",0.1322,"1","G3","post","b1","bias","uninformative","bayes.est"
"2091","5",-6.4649,"1","G3","post","b0","coef","uninformative","bayes.est"
"2092","5",0.1811,"1","G3","post","b1","coef","uninformative","bayes.est"
"2093","5",0.2126,"1","G4","post","b0","bias","uninformative","bayes.est"
"2094","5",0.3662,"1","G4","post","b1","bias","uninformative","bayes.est"
"2095","5",-5.6793,"1","G4","post","b0","coef","uninformative","bayes.est"
"2096","5",0.1266,"1","G4","post","b1","coef","uninformative","bayes.est"
"2097","5",-0.0095,"1","pi","post","pi","bias","uninformative","bayes.est"
"2098","5",0.7153,"1","pi","post","pi","coef","uninformative","bayes.est"
"2099","5",-7.5635,"1",NA,"prior","b0","coef","uninformative","bayes.est"
"2100","5",0.1286,"1",NA,"prior","b1","coef","uninformative","bayes.est"
"2101","5",0.013,"10","G1","post","b0","bias","uninformative","bayes.est"
"2102","5",0.0121,"10","G1","post","b1","bias","uninformative","bayes.est"
"2103","5",-3.3153,"10","G1","post","b0","coef","uninformative","bayes.est"
"2104","5",0.0921,"10","G1","post","b1","coef","uninformative","bayes.est"
"2105","5",0.0063,"10","G2","post","b0","bias","uninformative","bayes.est"
"2106","5",2e-04,"10","G2","post","b1","bias","uninformative","bayes.est"
"2107","5",-4.5004,"10","G2","post","b0","coef","uninformative","bayes.est"
"2108","5",0.0906,"10","G2","post","b1","coef","uninformative","bayes.est"
"2109","5",0.0169,"10","G3","post","b0","bias","uninformative","bayes.est"
"2110","5",0.0138,"10","G3","post","b1","bias","uninformative","bayes.est"
"2111","5",-6.0333,"10","G3","post","b0","coef","uninformative","bayes.est"
"2112","5",0.1622,"10","G3","post","b1","coef","uninformative","bayes.est"
"2113","5",0.0278,"10","G4","post","b0","bias","uninformative","bayes.est"
"2114","5",0.0287,"10","G4","post","b1","bias","uninformative","bayes.est"
"2115","5",-4.8136,"10","G4","post","b0","coef","uninformative","bayes.est"
"2116","5",0.0953,"10","G4","post","b1","coef","uninformative","bayes.est"
"2117","5",-0.0092,"10","pi","post","pi","bias","uninformative","bayes.est"
"2118","5",0.7155,"10","pi","post","pi","coef","uninformative","bayes.est"
"2119","5",-8.3024,"10",NA,"prior","b0","coef","uninformative","bayes.est"
"2120","5",0.0661,"10",NA,"prior","b1","coef","uninformative","bayes.est"
"2121","5",0.068,"2","G1","post","b0","bias","uninformative","bayes.est"
"2122","5",0.1354,"2","G1","post","b1","bias","uninformative","bayes.est"
"2123","5",-3.4953,"2","G1","post","b0","coef","uninformative","bayes.est"
"2124","5",0.1033,"2","G1","post","b1","coef","uninformative","bayes.est"
"2125","5",0.0451,"2","G2","post","b0","bias","uninformative","bayes.est"
"2126","5",0.0837,"2","G2","post","b1","bias","uninformative","bayes.est"
"2127","5",-4.6741,"2","G2","post","b0","coef","uninformative","bayes.est"
"2128","5",0.0981,"2","G2","post","b1","coef","uninformative","bayes.est"
"2129","5",0.0981,"2","G3","post","b0","bias","uninformative","bayes.est"
"2130","5",0.1444,"2","G3","post","b1","bias","uninformative","bayes.est"
"2131","5",-6.5151,"2","G3","post","b0","coef","uninformative","bayes.est"
"2132","5",0.1831,"2","G3","post","b1","coef","uninformative","bayes.est"
"2133","5",0.162,"2","G4","post","b0","bias","uninformative","bayes.est"
"2134","5",0.2752,"2","G4","post","b1","bias","uninformative","bayes.est"
"2135","5",-5.4421,"2","G4","post","b0","coef","uninformative","bayes.est"
"2136","5",0.1182,"2","G4","post","b1","coef","uninformative","bayes.est"
"2137","5",-0.0094,"2","pi","post","pi","bias","uninformative","bayes.est"
"2138","5",0.7154,"2","pi","post","pi","coef","uninformative","bayes.est"
"2139","5",-11.0944,"2",NA,"prior","b0","coef","uninformative","bayes.est"
"2140","5",0.1027,"2",NA,"prior","b1","coef","uninformative","bayes.est"
"2141","5",0.0123,"3","G1","post","b0","bias","uninformative","bayes.est"
"2142","5",0.011,"3","G1","post","b1","bias","uninformative","bayes.est"
"2143","5",-3.3131,"3","G1","post","b0","coef","uninformative","bayes.est"
"2144","5",0.092,"3","G1","post","b1","coef","uninformative","bayes.est"
"2145","5",0.0028,"3","G2","post","b0","bias","uninformative","bayes.est"
"2146","5",-0.0057,"3","G2","post","b1","bias","uninformative","bayes.est"
"2147","5",-4.4846,"3","G2","post","b0","coef","uninformative","bayes.est"
"2148","5",0.09,"3","G2","post","b1","coef","uninformative","bayes.est"
"2149","5",-0.0024,"3","G3","post","b0","bias","uninformative","bayes.est"
"2150","5",-0.016,"3","G3","post","b1","bias","uninformative","bayes.est"
"2151","5",-5.9192,"3","G3","post","b0","coef","uninformative","bayes.est"
"2152","5",0.1574,"3","G3","post","b1","coef","uninformative","bayes.est"
"2153","5",0.0149,"3","G4","post","b0","bias","uninformative","bayes.est"
"2154","5",0.0053,"3","G4","post","b1","bias","uninformative","bayes.est"
"2155","5",-4.7535,"3","G4","post","b0","coef","uninformative","bayes.est"
"2156","5",0.0932,"3","G4","post","b1","coef","uninformative","bayes.est"
"2157","5",-0.0089,"3","pi","post","pi","bias","uninformative","bayes.est"
"2158","5",0.7157,"3","pi","post","pi","coef","uninformative","bayes.est"
"2159","5",-3.7172,"3",NA,"prior","b0","coef","uninformative","bayes.est"
"2160","5",0.0744,"3",NA,"prior","b1","coef","uninformative","bayes.est"
"2161","5",0.0234,"4","G1","post","b0","bias","uninformative","bayes.est"
"2162","5",0.0376,"4","G1","post","b1","bias","uninformative","bayes.est"
"2163","5",-3.3494,"4","G1","post","b0","coef","uninformative","bayes.est"
"2164","5",0.0944,"4","G1","post","b1","coef","uninformative","bayes.est"
"2165","5",0.012,"4","G2","post","b0","bias","uninformative","bayes.est"
"2166","5",0.0138,"4","G2","post","b1","bias","uninformative","bayes.est"
"2167","5",-4.5261,"4","G2","post","b0","coef","uninformative","bayes.est"
"2168","5",0.0918,"4","G2","post","b1","coef","uninformative","bayes.est"
"2169","5",0.0292,"4","G3","post","b0","bias","uninformative","bayes.est"
"2170","5",0.035,"4","G3","post","b1","bias","uninformative","bayes.est"
"2171","5",-6.1062,"4","G3","post","b0","coef","uninformative","bayes.est"
"2172","5",0.1656,"4","G3","post","b1","coef","uninformative","bayes.est"
"2173","5",0.0512,"4","G4","post","b0","bias","uninformative","bayes.est"
"2174","5",0.0721,"4","G4","post","b1","bias","uninformative","bayes.est"
"2175","5",-4.9235,"4","G4","post","b0","coef","uninformative","bayes.est"
"2176","5",0.0993,"4","G4","post","b1","coef","uninformative","bayes.est"
"2177","5",-0.0091,"4","pi","post","pi","bias","uninformative","bayes.est"
"2178","5",0.7156,"4","pi","post","pi","coef","uninformative","bayes.est"
"2179","5",-9.784,"4",NA,"prior","b0","coef","uninformative","bayes.est"
"2180","5",0.4815,"4",NA,"prior","b1","coef","uninformative","bayes.est"
"2181","5",0.0184,"5","G1","post","b0","bias","uninformative","bayes.est"
"2182","5",0.0241,"5","G1","post","b1","bias","uninformative","bayes.est"
"2183","5",-3.3329,"5","G1","post","b0","coef","uninformative","bayes.est"
"2184","5",0.0932,"5","G1","post","b1","coef","uninformative","bayes.est"
"2185","5",0.0102,"5","G2","post","b0","bias","uninformative","bayes.est"
"2186","5",0.011,"5","G2","post","b1","bias","uninformative","bayes.est"
"2187","5",-4.5176,"5","G2","post","b0","coef","uninformative","bayes.est"
"2188","5",0.0915,"5","G2","post","b1","coef","uninformative","bayes.est"
"2189","5",0.0228,"5","G3","post","b0","bias","uninformative","bayes.est"
"2190","5",0.0258,"5","G3","post","b1","bias","uninformative","bayes.est"
"2191","5",-6.0685,"5","G3","post","b0","coef","uninformative","bayes.est"
"2192","5",0.1641,"5","G3","post","b1","coef","uninformative","bayes.est"
"2193","5",0.0377,"5","G4","post","b0","bias","uninformative","bayes.est"
"2194","5",0.0479,"5","G4","post","b1","bias","uninformative","bayes.est"
"2195","5",-4.8603,"5","G4","post","b0","coef","uninformative","bayes.est"
"2196","5",0.0971,"5","G4","post","b1","coef","uninformative","bayes.est"
"2197","5",-0.009,"5","pi","post","pi","bias","uninformative","bayes.est"
"2198","5",0.7156,"5","pi","post","pi","coef","uninformative","bayes.est"
"2199","5",-8.8911,"5",NA,"prior","b0","coef","uninformative","bayes.est"
"2200","5",0.217,"5",NA,"prior","b1","coef","uninformative","bayes.est"
"2201","5",0.0163,"6","G1","post","b0","bias","uninformative","bayes.est"
"2202","5",0.0195,"6","G1","post","b1","bias","uninformative","bayes.est"
"2203","5",-3.326,"6","G1","post","b0","coef","uninformative","bayes.est"
"2204","5",0.0928,"6","G1","post","b1","coef","uninformative","bayes.est"
"2205","5",0.009,"6","G2","post","b0","bias","uninformative","bayes.est"
"2206","5",0.006,"6","G2","post","b1","bias","uninformative","bayes.est"
"2207","5",-4.5123,"6","G2","post","b0","coef","uninformative","bayes.est"
"2208","5",0.0911,"6","G2","post","b1","coef","uninformative","bayes.est"
"2209","5",0.0215,"6","G3","post","b0","bias","uninformative","bayes.est"
"2210","5",0.0215,"6","G3","post","b1","bias","uninformative","bayes.est"
"2211","5",-6.0608,"6","G3","post","b0","coef","uninformative","bayes.est"
"2212","5",0.1634,"6","G3","post","b1","coef","uninformative","bayes.est"
"2213","5",0.0353,"6","G4","post","b0","bias","uninformative","bayes.est"
"2214","5",0.0425,"6","G4","post","b1","bias","uninformative","bayes.est"
"2215","5",-4.8488,"6","G4","post","b0","coef","uninformative","bayes.est"
"2216","5",0.0966,"6","G4","post","b1","coef","uninformative","bayes.est"
"2217","5",-0.0091,"6","pi","post","pi","bias","uninformative","bayes.est"
"2218","5",0.7156,"6","pi","post","pi","coef","uninformative","bayes.est"
"2219","5",-9.4564,"6",NA,"prior","b0","coef","uninformative","bayes.est"
"2220","5",0.1027,"6",NA,"prior","b1","coef","uninformative","bayes.est"
"2221","5",0.0156,"7","G1","post","b0","bias","uninformative","bayes.est"
"2222","5",0.0184,"7","G1","post","b1","bias","uninformative","bayes.est"
"2223","5",-3.3238,"7","G1","post","b0","coef","uninformative","bayes.est"
"2224","5",0.0926,"7","G1","post","b1","coef","uninformative","bayes.est"
"2225","5",0.0071,"7","G2","post","b0","bias","uninformative","bayes.est"
"2226","5",5e-04,"7","G2","post","b1","bias","uninformative","bayes.est"
"2227","5",-4.5039,"7","G2","post","b0","coef","uninformative","bayes.est"
"2228","5",0.0906,"7","G2","post","b1","coef","uninformative","bayes.est"
"2229","5",0.0188,"7","G3","post","b0","bias","uninformative","bayes.est"
"2230","5",0.0171,"7","G3","post","b1","bias","uninformative","bayes.est"
"2231","5",-6.0449,"7","G3","post","b0","coef","uninformative","bayes.est"
"2232","5",0.1627,"7","G3","post","b1","coef","uninformative","bayes.est"
"2233","5",0.032,"7","G4","post","b0","bias","uninformative","bayes.est"
"2234","5",0.0361,"7","G4","post","b1","bias","uninformative","bayes.est"
"2235","5",-4.8335,"7","G4","post","b0","coef","uninformative","bayes.est"
"2236","5",0.096,"7","G4","post","b1","coef","uninformative","bayes.est"
"2237","5",-0.0091,"7","pi","post","pi","bias","uninformative","bayes.est"
"2238","5",0.7156,"7","pi","post","pi","coef","uninformative","bayes.est"
"2239","5",-8.6545,"7",NA,"prior","b0","coef","uninformative","bayes.est"
"2240","5",0.0598,"7",NA,"prior","b1","coef","uninformative","bayes.est"
"2241","5",0.0137,"8","G1","post","b0","bias","uninformative","bayes.est"
"2242","5",0.0136,"8","G1","post","b1","bias","uninformative","bayes.est"
"2243","5",-3.3177,"8","G1","post","b0","coef","uninformative","bayes.est"
"2244","5",0.0922,"8","G1","post","b1","coef","uninformative","bayes.est"
"2245","5",0.0072,"8","G2","post","b0","bias","uninformative","bayes.est"
"2246","5",0.0017,"8","G2","post","b1","bias","uninformative","bayes.est"
"2247","5",-4.5046,"8","G2","post","b0","coef","uninformative","bayes.est"
"2248","5",0.0907,"8","G2","post","b1","coef","uninformative","bayes.est"
"2249","5",0.0186,"8","G3","post","b0","bias","uninformative","bayes.est"
"2250","5",0.0168,"8","G3","post","b1","bias","uninformative","bayes.est"
"2251","5",-6.0436,"8","G3","post","b0","coef","uninformative","bayes.est"
"2252","5",0.1627,"8","G3","post","b1","coef","uninformative","bayes.est"
"2253","5",0.0308,"8","G4","post","b0","bias","uninformative","bayes.est"
"2254","5",0.035,"8","G4","post","b1","bias","uninformative","bayes.est"
"2255","5",-4.828,"8","G4","post","b0","coef","uninformative","bayes.est"
"2256","5",0.0959,"8","G4","post","b1","coef","uninformative","bayes.est"
"2257","5",-0.009,"8","pi","post","pi","bias","uninformative","bayes.est"
"2258","5",0.7156,"8","pi","post","pi","coef","uninformative","bayes.est"
"2259","5",-9.2139,"8",NA,"prior","b0","coef","uninformative","bayes.est"
"2260","5",0.0325,"8",NA,"prior","b1","coef","uninformative","bayes.est"
"2261","5",0.0132,"9","G1","post","b0","bias","uninformative","bayes.est"
"2262","5",0.0118,"9","G1","post","b1","bias","uninformative","bayes.est"
"2263","5",-3.3159,"9","G1","post","b0","coef","uninformative","bayes.est"
"2264","5",0.092,"9","G1","post","b1","coef","uninformative","bayes.est"
"2265","5",0.0068,"9","G2","post","b0","bias","uninformative","bayes.est"
"2266","5",0.0013,"9","G2","post","b1","bias","uninformative","bayes.est"
"2267","5",-4.5027,"9","G2","post","b0","coef","uninformative","bayes.est"
"2268","5",0.0907,"9","G2","post","b1","coef","uninformative","bayes.est"
"2269","5",0.0166,"9","G3","post","b0","bias","uninformative","bayes.est"
"2270","5",0.0132,"9","G3","post","b1","bias","uninformative","bayes.est"
"2271","5",-6.0315,"9","G3","post","b0","coef","uninformative","bayes.est"
"2272","5",0.1621,"9","G3","post","b1","coef","uninformative","bayes.est"
"2273","5",0.0283,"9","G4","post","b0","bias","uninformative","bayes.est"
"2274","5",0.0295,"9","G4","post","b1","bias","uninformative","bayes.est"
"2275","5",-4.816,"9","G4","post","b0","coef","uninformative","bayes.est"
"2276","5",0.0954,"9","G4","post","b1","coef","uninformative","bayes.est"
"2277","5",-0.009,"9","pi","post","pi","bias","uninformative","bayes.est"
"2278","5",0.7156,"9","pi","post","pi","coef","uninformative","bayes.est"
"2279","5",-8.3974,"9",NA,"prior","b0","coef","uninformative","bayes.est"
"2280","5",0.0066,"9",NA,"prior","b1","coef","uninformative","bayes.est"
"2281","6",0.2616,"0.1","G1","post","b0","bias","informative","bayes.est"
"2282","6",0.5273,"0.1","G1","post","b1","bias","informative","bayes.est"
"2283","6",-4.1287,"0.1","G1","post","b0","coef","informative","bayes.est"
"2284","6",0.1389,"0.1","G1","post","b1","coef","informative","bayes.est"
"2285","6",-0.0541,"0.1","G2","post","b0","bias","informative","bayes.est"
"2286","6",-0.1346,"0.1","G2","post","b1","bias","informative","bayes.est"
"2287","6",-4.2303,"0.1","G2","post","b0","coef","informative","bayes.est"
"2288","6",0.0784,"0.1","G2","post","b1","coef","informative","bayes.est"
"2289","6",-0.2796,"0.1","G3","post","b0","bias","informative","bayes.est"
"2290","6",-0.5111,"0.1","G3","post","b1","bias","informative","bayes.est"
"2291","6",-4.2745,"0.1","G3","post","b0","coef","informative","bayes.est"
"2292","6",0.0782,"0.1","G3","post","b1","coef","informative","bayes.est"
"2293","6",-0.0988,"0.1","G4","post","b0","bias","informative","bayes.est"
"2294","6",-0.2189,"0.1","G4","post","b1","bias","informative","bayes.est"
"2295","6",-4.2206,"0.1","G4","post","b0","coef","informative","bayes.est"
"2296","6",0.0724,"0.1","G4","post","b1","coef","informative","bayes.est"
"2297","6",-0.0089,"0.1","pi","post","pi","bias","informative","bayes.est"
"2298","6",0.7157,"0.1","pi","post","pi","coef","informative","bayes.est"
"2299","6",-4.2083,"0.1",NA,"prior","b0","coef","informative","bayes.est"
"2300","6",0.0135,"0.1",NA,"prior","b1","coef","informative","bayes.est"
"2301","6",0.5783,"0.2","G1","post","b0","bias","informative","bayes.est"
"2302","6",1.1509,"0.2","G1","post","b1","bias","informative","bayes.est"
"2303","6",-5.1654,"0.2","G1","post","b0","coef","informative","bayes.est"
"2304","6",0.1957,"0.2","G1","post","b1","coef","informative","bayes.est"
"2305","6",0.2033,"0.2","G2","post","b0","bias","informative","bayes.est"
"2306","6",0.4085,"0.2","G2","post","b1","bias","informative","bayes.est"
"2307","6",-5.3815,"0.2","G2","post","b0","coef","informative","bayes.est"
"2308","6",0.1275,"0.2","G2","post","b1","coef","informative","bayes.est"
"2309","6",-0.0412,"0.2","G3","post","b0","bias","informative","bayes.est"
"2310","6",-0.0787,"0.2","G3","post","b1","bias","informative","bayes.est"
"2311","6",-5.6888,"0.2","G3","post","b0","coef","informative","bayes.est"
"2312","6",0.1474,"0.2","G3","post","b1","coef","informative","bayes.est"
"2313","6",0.1929,"0.2","G4","post","b0","bias","informative","bayes.est"
"2314","6",0.3354,"0.2","G4","post","b1","bias","informative","bayes.est"
"2315","6",-5.5871,"0.2","G4","post","b0","coef","informative","bayes.est"
"2316","6",0.1237,"0.2","G4","post","b1","coef","informative","bayes.est"
"2317","6",-0.0102,"0.2","pi","post","pi","bias","informative","bayes.est"
"2318","6",0.7148,"0.2","pi","post","pi","coef","informative","bayes.est"
"2319","6",-5.6632,"0.2",NA,"prior","b0","coef","informative","bayes.est"
"2320","6",0.066,"0.2",NA,"prior","b1","coef","informative","bayes.est"
"2321","6",0.7309,"0.4","G1","post","b0","bias","informative","bayes.est"
"2322","6",1.4302,"0.4","G1","post","b1","bias","informative","bayes.est"
"2323","6",-5.6646,"0.4","G1","post","b0","coef","informative","bayes.est"
"2324","6",0.2211,"0.4","G1","post","b1","coef","informative","bayes.est"
"2325","6",0.3758,"0.4","G2","post","b0","bias","informative","bayes.est"
"2326","6",0.735,"0.4","G2","post","b1","bias","informative","bayes.est"
"2327","6",-6.1531,"0.4","G2","post","b0","coef","informative","bayes.est"
"2328","6",0.1571,"0.4","G2","post","b1","coef","informative","bayes.est"
"2329","6",0.2513,"0.4","G3","post","b0","bias","informative","bayes.est"
"2330","6",0.3844,"0.4","G3","post","b1","bias","informative","bayes.est"
"2331","6",-7.4245,"0.4","G3","post","b0","coef","informative","bayes.est"
"2332","6",0.2215,"0.4","G3","post","b1","coef","informative","bayes.est"
"2333","6",0.5533,"0.4","G4","post","b0","bias","informative","bayes.est"
"2334","6",0.9362,"0.4","G4","post","b1","bias","informative","bayes.est"
"2335","6",-7.2748,"0.4","G4","post","b0","coef","informative","bayes.est"
"2336","6",0.1794,"0.4","G4","post","b1","coef","informative","bayes.est"
"2337","6",-0.0114,"0.4","pi","post","pi","bias","informative","bayes.est"
"2338","6",0.7139,"0.4","pi","post","pi","coef","informative","bayes.est"
"2339","6",-7.8696,"0.4",NA,"prior","b0","coef","informative","bayes.est"
"2340","6",0.255,"0.4",NA,"prior","b1","coef","informative","bayes.est"
"2341","6",0.3293,"0.5","G1","post","b0","bias","informative","bayes.est"
"2342","6",0.6829,"0.5","G1","post","b1","bias","informative","bayes.est"
"2343","6",-4.3504,"0.5","G1","post","b0","coef","informative","bayes.est"
"2344","6",0.1531,"0.5","G1","post","b1","coef","informative","bayes.est"
"2345","6",0.1489,"0.5","G2","post","b0","bias","informative","bayes.est"
"2346","6",0.301,"0.5","G2","post","b1","bias","informative","bayes.est"
"2347","6",-5.1381,"0.5","G2","post","b0","coef","informative","bayes.est"
"2348","6",0.1178,"0.5","G2","post","b1","coef","informative","bayes.est"
"2349","6",0.0573,"0.5","G3","post","b0","bias","informative","bayes.est"
"2350","6",0.0824,"0.5","G3","post","b1","bias","informative","bayes.est"
"2351","6",-6.2729,"0.5","G3","post","b0","coef","informative","bayes.est"
"2352","6",0.1731,"0.5","G3","post","b1","coef","informative","bayes.est"
"2353","6",0.2581,"0.5","G4","post","b0","bias","informative","bayes.est"
"2354","6",0.4491,"0.5","G4","post","b1","bias","informative","bayes.est"
"2355","6",-5.8924,"0.5","G4","post","b0","coef","informative","bayes.est"
"2356","6",0.1343,"0.5","G4","post","b1","coef","informative","bayes.est"
"2357","6",-0.0098,"0.5","pi","post","pi","bias","informative","bayes.est"
"2358","6",0.715,"0.5","pi","post","pi","coef","informative","bayes.est"
"2359","6",-6.4598,"0.5",NA,"prior","b0","coef","informative","bayes.est"
"2360","6",0.3225,"0.5",NA,"prior","b1","coef","informative","bayes.est"
"2361","6",0.1903,"0.6","G1","post","b0","bias","informative","bayes.est"
"2362","6",0.4,"0.6","G1","post","b1","bias","informative","bayes.est"
"2363","6",-3.8955,"0.6","G1","post","b0","coef","informative","bayes.est"
"2364","6",0.1274,"0.6","G1","post","b1","coef","informative","bayes.est"
"2365","6",0.0758,"0.6","G2","post","b0","bias","informative","bayes.est"
"2366","6",0.1494,"0.6","G2","post","b1","bias","informative","bayes.est"
"2367","6",-4.8112,"0.6","G2","post","b0","coef","informative","bayes.est"
"2368","6",0.1041,"0.6","G2","post","b1","coef","informative","bayes.est"
"2369","6",-0.0045,"0.6","G3","post","b0","bias","informative","bayes.est"
"2370","6",-0.018,"0.6","G3","post","b1","bias","informative","bayes.est"
"2371","6",-5.9065,"0.6","G3","post","b0","coef","informative","bayes.est"
"2372","6",0.1571,"0.6","G3","post","b1","coef","informative","bayes.est"
"2373","6",0.1423,"0.6","G4","post","b0","bias","informative","bayes.est"
"2374","6",0.2441,"0.6","G4","post","b1","bias","informative","bayes.est"
"2375","6",-5.3498,"0.6","G4","post","b0","coef","informative","bayes.est"
"2376","6",0.1153,"0.6","G4","post","b1","coef","informative","bayes.est"
"2377","6",-0.0094,"0.6","pi","post","pi","bias","informative","bayes.est"
"2378","6",0.7154,"0.6","pi","post","pi","coef","informative","bayes.est"
"2379","6",-5.8327,"0.6",NA,"prior","b0","coef","informative","bayes.est"
"2380","6",0.4016,"0.6",NA,"prior","b1","coef","informative","bayes.est"
"2381","6",0.0486,"0.7","G1","post","b0","bias","informative","bayes.est"
"2382","6",0.0949,"0.7","G1","post","b1","bias","informative","bayes.est"
"2383","6",-3.4318,"0.7","G1","post","b0","coef","informative","bayes.est"
"2384","6",0.0996,"0.7","G1","post","b1","coef","informative","bayes.est"
"2385","6",-0.0125,"0.7","G2","post","b0","bias","informative","bayes.est"
"2386","6",-0.0413,"0.7","G2","post","b1","bias","informative","bayes.est"
"2387","6",-4.4165,"0.7","G2","post","b0","coef","informative","bayes.est"
"2388","6",0.0868,"0.7","G2","post","b1","coef","informative","bayes.est"
"2389","6",-0.1181,"0.7","G3","post","b0","bias","informative","bayes.est"
"2390","6",-0.2111,"0.7","G3","post","b1","bias","informative","bayes.est"
"2391","6",-5.2325,"0.7","G3","post","b0","coef","informative","bayes.est"
"2392","6",0.1262,"0.7","G3","post","b1","coef","informative","bayes.est"
"2393","6",-0.0458,"0.7","G4","post","b0","bias","informative","bayes.est"
"2394","6",-0.1081,"0.7","G4","post","b1","bias","informative","bayes.est"
"2395","6",-4.4692,"0.7","G4","post","b0","coef","informative","bayes.est"
"2396","6",0.0826,"0.7","G4","post","b1","coef","informative","bayes.est"
"2397","6",-0.0088,"0.7","pi","post","pi","bias","informative","bayes.est"
"2398","6",0.7158,"0.7","pi","post","pi","coef","informative","bayes.est"
"2399","6",-4.0628,"0.7",NA,"prior","b0","coef","informative","bayes.est"
