"","iter","estimate","priorSD","grouping","bayestype","parameter","est.type","priortype","type"
"1039","2",-8.7874,"4",NA,"prior","b0","coef","uninformative","bayes.est"
"1040","2",0.0979,"4",NA,"prior","b1","coef","uninformative","bayes.est"
"1041","2",0.0161,"5","G1","post","b0","bias","uninformative","bayes.est"
"1042","2",0.0191,"5","G1","post","b1","bias","uninformative","bayes.est"
"1043","2",-3.3254,"5","G1","post","b0","coef","uninformative","bayes.est"
"1044","2",0.0927,"5","G1","post","b1","coef","uninformative","bayes.est"
"1045","2",0.0075,"5","G2","post","b0","bias","uninformative","bayes.est"
"1046","2",0.0054,"5","G2","post","b1","bias","uninformative","bayes.est"
"1047","2",-4.5056,"5","G2","post","b0","coef","uninformative","bayes.est"
"1048","2",0.091,"5","G2","post","b1","coef","uninformative","bayes.est"
"1049","2",0.018,"5","G3","post","b0","bias","uninformative","bayes.est"
"1050","2",0.0184,"5","G3","post","b1","bias","uninformative","bayes.est"
"1051","2",-6.04,"5","G3","post","b0","coef","uninformative","bayes.est"
"1052","2",0.1629,"5","G3","post","b1","coef","uninformative","bayes.est"
"1053","2",0.0308,"5","G4","post","b0","bias","uninformative","bayes.est"
"1054","2",0.0349,"5","G4","post","b1","bias","uninformative","bayes.est"
"1055","2",-4.8278,"5","G4","post","b0","coef","uninformative","bayes.est"
"1056","2",0.0959,"5","G4","post","b1","coef","uninformative","bayes.est"
"1057","2",-0.009,"5","pi","post","pi","bias","uninformative","bayes.est"
"1058","2",0.7156,"5","pi","post","pi","coef","uninformative","bayes.est"
"1059","2",-6.8878,"5",NA,"prior","b0","coef","uninformative","bayes.est"
"1060","2",0.1897,"5",NA,"prior","b1","coef","uninformative","bayes.est"
"1061","2",0.0152,"6","G1","post","b0","bias","uninformative","bayes.est"
"1062","2",0.017,"6","G1","post","b1","bias","uninformative","bayes.est"
"1063","2",-3.3224,"6","G1","post","b0","coef","uninformative","bayes.est"
"1064","2",0.0925,"6","G1","post","b1","coef","uninformative","bayes.est"
"1065","2",0.0071,"6","G2","post","b0","bias","uninformative","bayes.est"
"1066","2",0.0012,"6","G2","post","b1","bias","uninformative","bayes.est"
"1067","2",-4.5039,"6","G2","post","b0","coef","uninformative","bayes.est"
"1068","2",0.0906,"6","G2","post","b1","coef","uninformative","bayes.est"
"1069","2",0.0162,"6","G3","post","b0","bias","uninformative","bayes.est"
"1070","2",0.0125,"6","G3","post","b1","bias","uninformative","bayes.est"
"1071","2",-6.0295,"6","G3","post","b0","coef","uninformative","bayes.est"
"1072","2",0.162,"6","G3","post","b1","coef","uninformative","bayes.est"
"1073","2",0.0296,"6","G4","post","b0","bias","uninformative","bayes.est"
"1074","2",0.0313,"6","G4","post","b1","bias","uninformative","bayes.est"
"1075","2",-4.8219,"6","G4","post","b0","coef","uninformative","bayes.est"
"1076","2",0.0956,"6","G4","post","b1","coef","uninformative","bayes.est"
"1077","2",-0.0091,"6","pi","post","pi","bias","uninformative","bayes.est"
"1078","2",0.7156,"6","pi","post","pi","coef","uninformative","bayes.est"
"1079","2",-6.6858,"6",NA,"prior","b0","coef","uninformative","bayes.est"
"1080","2",0.0595,"6",NA,"prior","b1","coef","uninformative","bayes.est"
"1081","2",0.0145,"7","G1","post","b0","bias","uninformative","bayes.est"
"1082","2",0.0155,"7","G1","post","b1","bias","uninformative","bayes.est"
"1083","2",-3.3203,"7","G1","post","b0","coef","uninformative","bayes.est"
"1084","2",0.0924,"7","G1","post","b1","coef","uninformative","bayes.est"
"1085","2",0.0068,"7","G2","post","b0","bias","uninformative","bayes.est"
"1086","2",0.0016,"7","G2","post","b1","bias","uninformative","bayes.est"
"1087","2",-4.5024,"7","G2","post","b0","coef","uninformative","bayes.est"
"1088","2",0.0907,"7","G2","post","b1","coef","uninformative","bayes.est"
"1089","2",0.0171,"7","G3","post","b0","bias","uninformative","bayes.est"
"1090","2",0.0141,"7","G3","post","b1","bias","uninformative","bayes.est"
"1091","2",-6.0346,"7","G3","post","b0","coef","uninformative","bayes.est"
"1092","2",0.1622,"7","G3","post","b1","coef","uninformative","bayes.est"
"1093","2",0.0317,"7","G4","post","b0","bias","uninformative","bayes.est"
"1094","2",0.0353,"7","G4","post","b1","bias","uninformative","bayes.est"
"1095","2",-4.8317,"7","G4","post","b0","coef","uninformative","bayes.est"
"1096","2",0.0959,"7","G4","post","b1","coef","uninformative","bayes.est"
"1097","2",-0.009,"7","pi","post","pi","bias","uninformative","bayes.est"
"1098","2",0.7156,"7","pi","post","pi","coef","uninformative","bayes.est"
"1099","2",-8.0323,"7",NA,"prior","b0","coef","uninformative","bayes.est"
"1100","2",0.0538,"7",NA,"prior","b1","coef","uninformative","bayes.est"
"1101","2",0.0117,"8","G1","post","b0","bias","uninformative","bayes.est"
"1102","2",0.0085,"8","G1","post","b1","bias","uninformative","bayes.est"
"1103","2",-3.3109,"8","G1","post","b0","coef","uninformative","bayes.est"
"1104","2",0.0917,"8","G1","post","b1","coef","uninformative","bayes.est"
"1105","2",0.0055,"8","G2","post","b0","bias","uninformative","bayes.est"
"1106","2",-0.0014,"8","G2","post","b1","bias","uninformative","bayes.est"
"1107","2",-4.4966,"8","G2","post","b0","coef","uninformative","bayes.est"
"1108","2",0.0904,"8","G2","post","b1","coef","uninformative","bayes.est"
"1109","2",0.0138,"8","G3","post","b0","bias","uninformative","bayes.est"
"1110","2",0.0092,"8","G3","post","b1","bias","uninformative","bayes.est"
"1111","2",-6.015,"8","G3","post","b0","coef","uninformative","bayes.est"
"1112","2",0.1614,"8","G3","post","b1","coef","uninformative","bayes.est"
"1113","2",0.0263,"8","G4","post","b0","bias","uninformative","bayes.est"
"1114","2",0.0261,"8","G4","post","b1","bias","uninformative","bayes.est"
"1115","2",-4.8069,"8","G4","post","b0","coef","uninformative","bayes.est"
"1116","2",0.0951,"8","G4","post","b1","coef","uninformative","bayes.est"
"1117","2",-0.0089,"8","pi","post","pi","bias","uninformative","bayes.est"
"1118","2",0.7157,"8","pi","post","pi","coef","uninformative","bayes.est"
"1119","2",-5.2323,"8",NA,"prior","b0","coef","uninformative","bayes.est"
"1120","2",0.4481,"8",NA,"prior","b1","coef","uninformative","bayes.est"
"1121","2",0.0148,"9","G1","post","b0","bias","uninformative","bayes.est"
"1122","2",0.0168,"9","G1","post","b1","bias","uninformative","bayes.est"
"1123","2",-3.321,"9","G1","post","b0","coef","uninformative","bayes.est"
"1124","2",0.0925,"9","G1","post","b1","coef","uninformative","bayes.est"
"1125","2",0.0064,"9","G2","post","b0","bias","uninformative","bayes.est"
"1126","2",0.0014,"9","G2","post","b1","bias","uninformative","bayes.est"
"1127","2",-4.501,"9","G2","post","b0","coef","uninformative","bayes.est"
"1128","2",0.0907,"9","G2","post","b1","coef","uninformative","bayes.est"
"1129","2",0.0173,"9","G3","post","b0","bias","uninformative","bayes.est"
"1130","2",0.0163,"9","G3","post","b1","bias","uninformative","bayes.est"
"1131","2",-6.0358,"9","G3","post","b0","coef","uninformative","bayes.est"
"1132","2",0.1626,"9","G3","post","b1","coef","uninformative","bayes.est"
"1133","2",0.0314,"9","G4","post","b0","bias","uninformative","bayes.est"
"1134","2",0.0355,"9","G4","post","b1","bias","uninformative","bayes.est"
"1135","2",-4.8307,"9","G4","post","b0","coef","uninformative","bayes.est"
"1136","2",0.0959,"9","G4","post","b1","coef","uninformative","bayes.est"
"1137","2",-0.009,"9","pi","post","pi","bias","uninformative","bayes.est"
"1138","2",0.7157,"9","pi","post","pi","coef","uninformative","bayes.est"
"1139","2",-11.2925,"9",NA,"prior","b0","coef","uninformative","bayes.est"
"1140","2",0.5446,"9",NA,"prior","b1","coef","uninformative","bayes.est"
"1141","3",0.7348,"0.1","G1","post","b0","bias","informative","bayes.est"
"1142","3",1.4044,"0.1","G1","post","b1","bias","informative","bayes.est"
"1143","3",-5.6774,"0.1","G1","post","b0","coef","informative","bayes.est"
"1144","3",0.2187,"0.1","G1","post","b1","coef","informative","bayes.est"
"1145","3",0.2817,"0.1","G2","post","b0","bias","informative","bayes.est"
"1146","3",0.5513,"0.1","G2","post","b1","bias","informative","bayes.est"
"1147","3",-5.7323,"0.1","G2","post","b0","coef","informative","bayes.est"
"1148","3",0.1405,"0.1","G2","post","b1","coef","informative","bayes.est"
"1149","3",-0.0186,"0.1","G3","post","b0","bias","informative","bayes.est"
"1150","3",-0.0503,"0.1","G3","post","b1","bias","informative","bayes.est"
"1151","3",-5.8229,"0.1","G3","post","b0","coef","informative","bayes.est"
"1152","3",0.1519,"0.1","G3","post","b1","coef","informative","bayes.est"
"1153","3",0.2383,"0.1","G4","post","b0","bias","informative","bayes.est"
"1154","3",0.4007,"0.1","G4","post","b1","bias","informative","bayes.est"
"1155","3",-5.7997,"0.1","G4","post","b0","coef","informative","bayes.est"
"1156","3",0.1298,"0.1","G4","post","b1","coef","informative","bayes.est"
"1157","3",-0.0105,"0.1","pi","post","pi","bias","informative","bayes.est"
"1158","3",0.7146,"0.1","pi","post","pi","coef","informative","bayes.est"
"1159","3",-5.8265,"0.1",NA,"prior","b0","coef","informative","bayes.est"
"1160","3",0.007,"0.1",NA,"prior","b1","coef","informative","bayes.est"
"1161","3",0.7031,"0.2","G1","post","b0","bias","informative","bayes.est"
"1162","3",1.3747,"0.2","G1","post","b1","bias","informative","bayes.est"
"1163","3",-5.5737,"0.2","G1","post","b0","coef","informative","bayes.est"
"1164","3",0.216,"0.2","G1","post","b1","coef","informative","bayes.est"
"1165","3",0.2882,"0.2","G2","post","b0","bias","informative","bayes.est"
"1166","3",0.5712,"0.2","G2","post","b1","bias","informative","bayes.est"
"1167","3",-5.7609,"0.2","G2","post","b0","coef","informative","bayes.est"
"1168","3",0.1422,"0.2","G2","post","b1","coef","informative","bayes.est"
"1169","3",0.0287,"0.2","G3","post","b0","bias","informative","bayes.est"
"1170","3",0.0361,"0.2","G3","post","b1","bias","informative","bayes.est"
"1171","3",-6.1035,"0.2","G3","post","b0","coef","informative","bayes.est"
"1172","3",0.1657,"0.2","G3","post","b1","coef","informative","bayes.est"
"1173","3",0.2856,"0.2","G4","post","b0","bias","informative","bayes.est"
"1174","3",0.4958,"0.2","G4","post","b1","bias","informative","bayes.est"
"1175","3",-6.0213,"0.2","G4","post","b0","coef","informative","bayes.est"
"1176","3",0.1386,"0.2","G4","post","b1","coef","informative","bayes.est"
"1177","3",-0.0105,"0.2","pi","post","pi","bias","informative","bayes.est"
"1178","3",0.7145,"0.2","pi","post","pi","coef","informative","bayes.est"
"1179","3",-6.124,"0.2",NA,"prior","b0","coef","informative","bayes.est"
"1180","3",0.0769,"0.2",NA,"prior","b1","coef","informative","bayes.est"
"1181","3",0.6399,"0.3","G1","post","b0","bias","informative","bayes.est"
"1182","3",1.2652,"0.3","G1","post","b1","bias","informative","bayes.est"
"1183","3",-5.367,"0.3","G1","post","b0","coef","informative","bayes.est"
"1184","3",0.2061,"0.3","G1","post","b1","coef","informative","bayes.est"
"1185","3",0.2833,"0.3","G2","post","b0","bias","informative","bayes.est"
"1186","3",0.5614,"0.3","G2","post","b1","bias","informative","bayes.est"
"1187","3",-5.7395,"0.3","G2","post","b0","coef","informative","bayes.est"
"1188","3",0.1414,"0.3","G2","post","b1","coef","informative","bayes.est"
"1189","3",0.0843,"0.3","G3","post","b0","bias","informative","bayes.est"
"1190","3",0.1257,"0.3","G3","post","b1","bias","informative","bayes.est"
"1191","3",-6.4335,"0.3","G3","post","b0","coef","informative","bayes.est"
"1192","3",0.1801,"0.3","G3","post","b1","coef","informative","bayes.est"
"1193","3",0.3413,"0.3","G4","post","b0","bias","informative","bayes.est"
"1194","3",0.5903,"0.3","G4","post","b1","bias","informative","bayes.est"
"1195","3",-6.2819,"0.3","G4","post","b0","coef","informative","bayes.est"
"1196","3",0.1474,"0.3","G4","post","b1","coef","informative","bayes.est"
"1197","3",-0.0106,"0.3","pi","post","pi","bias","informative","bayes.est"
"1198","3",0.7145,"0.3","pi","post","pi","coef","informative","bayes.est"
"1199","3",-6.5387,"0.3",NA,"prior","b0","coef","informative","bayes.est"
"1200","3",0.1062,"0.3",NA,"prior","b1","coef","informative","bayes.est"
"1201","3",0.5668,"0.4","G1","post","b0","bias","informative","bayes.est"
"1202","3",1.1329,"0.4","G1","post","b1","bias","informative","bayes.est"
"1203","3",-5.1276,"0.4","G1","post","b0","coef","informative","bayes.est"
"1204","3",0.194,"0.4","G1","post","b1","coef","informative","bayes.est"
"1205","3",0.2722,"0.4","G2","post","b0","bias","informative","bayes.est"
"1206","3",0.5411,"0.4","G2","post","b1","bias","informative","bayes.est"
"1207","3",-5.6896,"0.4","G2","post","b0","coef","informative","bayes.est"
"1208","3",0.1395,"0.4","G2","post","b1","coef","informative","bayes.est"
"1209","3",0.1424,"0.4","G3","post","b0","bias","informative","bayes.est"
"1210","3",0.2165,"0.4","G3","post","b1","bias","informative","bayes.est"
"1211","3",-6.7782,"0.4","G3","post","b0","coef","informative","bayes.est"
"1212","3",0.1946,"0.4","G3","post","b1","coef","informative","bayes.est"
"1213","3",0.4013,"0.4","G4","post","b0","bias","informative","bayes.est"
"1214","3",0.69,"0.4","G4","post","b1","bias","informative","bayes.est"
"1215","3",-6.5628,"0.4","G4","post","b0","coef","informative","bayes.est"
"1216","3",0.1566,"0.4","G4","post","b1","coef","informative","bayes.est"
"1217","3",-0.0107,"0.4","pi","post","pi","bias","informative","bayes.est"
"1218","3",0.7144,"0.4","pi","post","pi","coef","informative","bayes.est"
"1219","3",-7.0646,"0.4",NA,"prior","b0","coef","informative","bayes.est"
"1220","3",0.1156,"0.4",NA,"prior","b1","coef","informative","bayes.est"
"1221","3",1.6254,"0.5","G1","post","b0","bias","informative","bayes.est"
"1222","3",2.9056,"0.5","G1","post","b1","bias","informative","bayes.est"
"1223","3",-8.5921,"0.5","G1","post","b0","coef","informative","bayes.est"
"1224","3",0.3553,"0.5","G1","post","b1","coef","informative","bayes.est"
"1225","3",0.9816,"0.5","G2","post","b0","bias","informative","bayes.est"
"1226","3",1.7472,"0.5","G2","post","b1","bias","informative","bayes.est"
"1227","3",-8.8624,"0.5","G2","post","b0","coef","informative","bayes.est"
"1228","3",0.2487,"0.5","G2","post","b1","coef","informative","bayes.est"
"1229","3",0.9706,"0.5","G3","post","b0","bias","informative","bayes.est"
"1230","3",1.389,"0.5","G3","post","b1","bias","informative","bayes.est"
"1231","3",-11.692,"0.5","G3","post","b0","coef","informative","bayes.est"
"1232","3",0.3822,"0.5","G3","post","b1","coef","informative","bayes.est"
"1233","3",1.5045,"0.5","G4","post","b0","bias","informative","bayes.est"
"1234","3",2.3402,"0.5","G4","post","b1","bias","informative","bayes.est"
"1235","3",-11.7297,"0.5","G4","post","b0","coef","informative","bayes.est"
"1236","3",0.3095,"0.5","G4","post","b1","coef","informative","bayes.est"
"1237","3",-0.016,"0.5","pi","post","pi","bias","informative","bayes.est"
"1238","3",0.7106,"0.5","pi","post","pi","coef","informative","bayes.est"
"1239","3",-13.0281,"0.5",NA,"prior","b0","coef","informative","bayes.est"
"1240","3",0.4539,"0.5",NA,"prior","b1","coef","informative","bayes.est"
"1241","3",0.3707,"0.6","G1","post","b0","bias","informative","bayes.est"
"1242","3",0.7613,"0.6","G1","post","b1","bias","informative","bayes.est"
"1243","3",-4.4858,"0.6","G1","post","b0","coef","informative","bayes.est"
"1244","3",0.1602,"0.6","G1","post","b1","coef","informative","bayes.est"
"1245","3",0.2006,"0.6","G2","post","b0","bias","informative","bayes.est"
"1246","3",0.4014,"0.6","G2","post","b1","bias","informative","bayes.est"
"1247","3",-5.3695,"0.6","G2","post","b0","coef","informative","bayes.est"
"1248","3",0.1269,"0.6","G2","post","b1","coef","informative","bayes.est"
"1249","3",0.1831,"0.6","G3","post","b0","bias","informative","bayes.est"
"1250","3",0.2774,"0.6","G3","post","b1","bias","informative","bayes.est"
"1251","3",-7.0198,"0.6","G3","post","b0","coef","informative","bayes.est"
"1252","3",0.2043,"0.6","G3","post","b1","coef","informative","bayes.est"
"1253","3",0.4209,"0.6","G4","post","b0","bias","informative","bayes.est"
"1254","3",0.7206,"0.6","G4","post","b1","bias","informative","bayes.est"
"1255","3",-6.6548,"0.6","G4","post","b0","coef","informative","bayes.est"
"1256","3",0.1594,"0.6","G4","post","b1","coef","informative","bayes.est"
"1257","3",-0.0105,"0.6","pi","post","pi","bias","informative","bayes.est"
"1258","3",0.7146,"0.6","pi","post","pi","coef","informative","bayes.est"
"1259","3",-7.8006,"0.6",NA,"prior","b0","coef","informative","bayes.est"
"1260","3",0.0419,"0.6",NA,"prior","b1","coef","informative","bayes.est"
"1261","3",0.0506,"0.7","G1","post","b0","bias","informative","bayes.est"
"1262","3",0.0976,"0.7","G1","post","b1","bias","informative","bayes.est"
"1263","3",-3.4382,"0.7","G1","post","b0","coef","informative","bayes.est"
"1264","3",0.0999,"0.7","G1","post","b1","coef","informative","bayes.est"
"1265","3",-0.0106,"0.7","G2","post","b0","bias","informative","bayes.est"
"1266","3",-0.0359,"0.7","G2","post","b1","bias","informative","bayes.est"
"1267","3",-4.425,"0.7","G2","post","b0","coef","informative","bayes.est"
"1268","3",0.0873,"0.7","G2","post","b1","coef","informative","bayes.est"
"1269","3",-0.1154,"0.7","G3","post","b0","bias","informative","bayes.est"
"1270","3",-0.2053,"0.7","G3","post","b1","bias","informative","bayes.est"
"1271","3",-5.2484,"0.7","G3","post","b0","coef","informative","bayes.est"
"1272","3",0.1271,"0.7","G3","post","b1","coef","informative","bayes.est"
"1273","3",-0.0422,"0.7","G4","post","b0","bias","informative","bayes.est"
"1274","3",-0.1019,"0.7","G4","post","b1","bias","informative","bayes.est"
"1275","3",-4.486,"0.7","G4","post","b0","coef","informative","bayes.est"
"1276","3",0.0832,"0.7","G4","post","b1","coef","informative","bayes.est"
"1277","3",-0.0089,"0.7","pi","post","pi","bias","informative","bayes.est"
"1278","3",0.7157,"0.7","pi","post","pi","coef","informative","bayes.est"
"1279","3",-4.1094,"0.7",NA,"prior","b0","coef","informative","bayes.est"
"1280","3",0.0295,"0.7",NA,"prior","b1","coef","informative","bayes.est"
"1281","3",0.2044,"0.8","G1","post","b0","bias","informative","bayes.est"
"1282","3",0.4283,"0.8","G1","post","b1","bias","informative","bayes.est"
"1283","3",-3.9416,"0.8","G1","post","b0","coef","informative","bayes.est"
"1284","3",0.1299,"0.8","G1","post","b1","coef","informative","bayes.est"
"1285","3",0.1119,"0.8","G2","post","b0","bias","informative","bayes.est"
"1286","3",0.2265,"0.8","G2","post","b1","bias","informative","bayes.est"
"1287","3",-4.9729,"0.8","G2","post","b0","coef","informative","bayes.est"
"1288","3",0.111,"0.8","G2","post","b1","coef","informative","bayes.est"
"1289","3",0.1204,"0.8","G3","post","b0","bias","informative","bayes.est"
"1290","3",0.1829,"0.8","G3","post","b1","bias","informative","bayes.est"
"1291","3",-6.6475,"0.8","G3","post","b0","coef","informative","bayes.est"
"1292","3",0.1892,"0.8","G3","post","b1","coef","informative","bayes.est"
"1293","3",0.2889,"0.8","G4","post","b0","bias","informative","bayes.est"
"1294","3",0.4987,"0.8","G4","post","b1","bias","informative","bayes.est"
"1295","3",-6.0367,"0.8","G4","post","b0","coef","informative","bayes.est"
"1296","3",0.1389,"0.8","G4","post","b1","coef","informative","bayes.est"
"1297","3",-0.0097,"0.8","pi","post","pi","bias","informative","bayes.est"
"1298","3",0.7151,"0.8","pi","post","pi","coef","informative","bayes.est"
"1299","3",-7.6002,"0.8",NA,"prior","b0","coef","informative","bayes.est"
"1300","3",0.2715,"0.8",NA,"prior","b1","coef","informative","bayes.est"
"1301","3",0.2953,"0.9","G1","post","b0","bias","informative","bayes.est"
"1302","3",0.6127,"0.9","G1","post","b1","bias","informative","bayes.est"
"1303","3",-4.239,"0.9","G1","post","b0","coef","informative","bayes.est"
"1304","3",0.1467,"0.9","G1","post","b1","coef","informative","bayes.est"
"1305","3",0.1891,"0.9","G2","post","b0","bias","informative","bayes.est"
"1306","3",0.3798,"0.9","G2","post","b1","bias","informative","bayes.est"
"1307","3",-5.318,"0.9","G2","post","b0","coef","informative","bayes.est"
"1308","3",0.1249,"0.9","G2","post","b1","coef","informative","bayes.est"
"1309","3",0.3268,"0.9","G3","post","b0","bias","informative","bayes.est"
"1310","3",0.4921,"0.9","G3","post","b1","bias","informative","bayes.est"
"1311","3",-7.8721,"0.9","G3","post","b0","coef","informative","bayes.est"
"1312","3",0.2387,"0.9","G3","post","b1","coef","informative","bayes.est"
"1313","3",0.5864,"0.9","G4","post","b0","bias","informative","bayes.est"
"1314","3",0.9852,"0.9","G4","post","b1","bias","informative","bayes.est"
"1315","3",-7.4299,"0.9","G4","post","b0","coef","informative","bayes.est"
"1316","3",0.1839,"0.9","G4","post","b1","coef","informative","bayes.est"
"1317","3",-0.0107,"0.9","pi","post","pi","bias","informative","bayes.est"
"1318","3",0.7144,"0.9","pi","post","pi","coef","informative","bayes.est"
"1319","3",-10.4892,"0.9",NA,"prior","b0","coef","informative","bayes.est"
"1320","3",0.2226,"0.9",NA,"prior","b1","coef","informative","bayes.est"
"1321","3",0.1198,"1","G1","post","b0","bias","uninformative","bayes.est"
"1322","3",0.2498,"1","G1","post","b1","bias","uninformative","bayes.est"
"1323","3",-3.6647,"1","G1","post","b0","coef","uninformative","bayes.est"
"1324","3",0.1137,"1","G1","post","b1","coef","uninformative","bayes.est"
"1325","3",0.063,"1","G2","post","b0","bias","uninformative","bayes.est"
"1326","3",0.1235,"1","G2","post","b1","bias","uninformative","bayes.est"
"1327","3",-4.7539,"1","G2","post","b0","coef","uninformative","bayes.est"
"1328","3",0.1017,"1","G2","post","b1","coef","uninformative","bayes.est"
"1329","3",0.0652,"1","G3","post","b0","bias","uninformative","bayes.est"
"1330","3",0.0941,"1","G3","post","b1","bias","uninformative","bayes.est"
"1331","3",-6.3198,"1","G3","post","b0","coef","uninformative","bayes.est"
"1332","3",0.175,"1","G3","post","b1","coef","uninformative","bayes.est"
"1333","3",0.1767,"1","G4","post","b0","bias","uninformative","bayes.est"
"1334","3",0.3034,"1","G4","post","b1","bias","uninformative","bayes.est"
"1335","3",-5.5112,"1","G4","post","b0","coef","uninformative","bayes.est"
"1336","3",0.1208,"1","G4","post","b1","coef","uninformative","bayes.est"
"1337","3",-0.0093,"1","pi","post","pi","bias","uninformative","bayes.est"
"1338","3",0.7154,"1","pi","post","pi","coef","uninformative","bayes.est"
"1339","3",-7.1124,"1",NA,"prior","b0","coef","uninformative","bayes.est"
"1340","3",0.3135,"1",NA,"prior","b1","coef","uninformative","bayes.est"
"1341","3",0.0133,"10","G1","post","b0","bias","uninformative","bayes.est"
"1342","3",0.0115,"10","G1","post","b1","bias","uninformative","bayes.est"
"1343","3",-3.3163,"10","G1","post","b0","coef","uninformative","bayes.est"
"1344","3",0.092,"10","G1","post","b1","coef","uninformative","bayes.est"
"1345","3",0.0062,"10","G2","post","b0","bias","uninformative","bayes.est"
"1346","3",-0.001,"10","G2","post","b1","bias","uninformative","bayes.est"
"1347","3",-4.4998,"10","G2","post","b0","coef","uninformative","bayes.est"
"1348","3",0.0904,"10","G2","post","b1","coef","uninformative","bayes.est"
"1349","3",0.0168,"10","G3","post","b0","bias","uninformative","bayes.est"
"1350","3",0.0141,"10","G3","post","b1","bias","uninformative","bayes.est"
"1351","3",-6.0329,"10","G3","post","b0","coef","uninformative","bayes.est"
"1352","3",0.1622,"10","G3","post","b1","coef","uninformative","bayes.est"
"1353","3",0.0285,"10","G4","post","b0","bias","uninformative","bayes.est"
"1354","3",0.0298,"10","G4","post","b1","bias","uninformative","bayes.est"
"1355","3",-4.8169,"10","G4","post","b0","coef","uninformative","bayes.est"
"1356","3",0.0954,"10","G4","post","b1","coef","uninformative","bayes.est"
"1357","3",-0.0091,"10","pi","post","pi","bias","uninformative","bayes.est"
"1358","3",0.7156,"10","pi","post","pi","coef","uninformative","bayes.est"
"1359","3",-9.7396,"10",NA,"prior","b0","coef","uninformative","bayes.est"
"1360","3",0.0245,"10",NA,"prior","b1","coef","uninformative","bayes.est"
"1361","3",0.0257,"2","G1","post","b0","bias","uninformative","bayes.est"
"1362","3",0.0423,"2","G1","post","b1","bias","uninformative","bayes.est"
"1363","3",-3.3568,"2","G1","post","b0","coef","uninformative","bayes.est"
"1364","3",0.0948,"2","G1","post","b1","coef","uninformative","bayes.est"
"1365","3",0.0094,"2","G2","post","b0","bias","uninformative","bayes.est"
"1366","3",0.0099,"2","G2","post","b1","bias","uninformative","bayes.est"
"1367","3",-4.5145,"2","G2","post","b0","coef","uninformative","bayes.est"
"1368","3",0.0914,"2","G2","post","b1","coef","uninformative","bayes.est"
"1369","3",0.0032,"2","G3","post","b0","bias","uninformative","bayes.est"
"1370","3",-0.006,"2","G3","post","b1","bias","uninformative","bayes.est"
"1371","3",-5.9524,"2","G3","post","b0","coef","uninformative","bayes.est"
"1372","3",0.159,"2","G3","post","b1","coef","uninformative","bayes.est"
"1373","3",0.0329,"2","G4","post","b0","bias","uninformative","bayes.est"
"1374","3",0.0389,"2","G4","post","b1","bias","uninformative","bayes.est"
"1375","3",-4.8378,"2","G4","post","b0","coef","uninformative","bayes.est"
"1376","3",0.0963,"2","G4","post","b1","coef","uninformative","bayes.est"
"1377","3",-0.009,"2","pi","post","pi","bias","uninformative","bayes.est"
"1378","3",0.7156,"2","pi","post","pi","coef","uninformative","bayes.est"
"1379","3",-5.3296,"2",NA,"prior","b0","coef","uninformative","bayes.est"
"1380","3",0.1563,"2",NA,"prior","b1","coef","uninformative","bayes.est"
"1381","3",0.0277,"3","G1","post","b0","bias","uninformative","bayes.est"
"1382","3",0.046,"3","G1","post","b1","bias","uninformative","bayes.est"
"1383","3",-3.3633,"3","G1","post","b0","coef","uninformative","bayes.est"
"1384","3",0.0952,"3","G1","post","b1","coef","uninformative","bayes.est"
"1385","3",0.0151,"3","G2","post","b0","bias","uninformative","bayes.est"
"1386","3",0.02,"3","G2","post","b1","bias","uninformative","bayes.est"
"1387","3",-4.5397,"3","G2","post","b0","coef","uninformative","bayes.est"
"1388","3",0.0923,"3","G2","post","b1","coef","uninformative","bayes.est"
"1389","3",0.0315,"3","G3","post","b0","bias","uninformative","bayes.est"
"1390","3",0.0388,"3","G3","post","b1","bias","uninformative","bayes.est"
"1391","3",-6.12,"3","G3","post","b0","coef","uninformative","bayes.est"
"1392","3",0.1662,"3","G3","post","b1","coef","uninformative","bayes.est"
"1393","3",0.0606,"3","G4","post","b0","bias","uninformative","bayes.est"
"1394","3",0.0907,"3","G4","post","b1","bias","uninformative","bayes.est"
"1395","3",-4.9674,"3","G4","post","b0","coef","uninformative","bayes.est"
"1396","3",0.1011,"3","G4","post","b1","coef","uninformative","bayes.est"
"1397","3",-0.0091,"3","pi","post","pi","bias","uninformative","bayes.est"
"1398","3",0.7156,"3","pi","post","pi","coef","uninformative","bayes.est"
"1399","3",-8.5746,"3",NA,"prior","b0","coef","uninformative","bayes.est"
"1400","3",0.4535,"3",NA,"prior","b1","coef","uninformative","bayes.est"
"1401","3",0.0189,"4","G1","post","b0","bias","uninformative","bayes.est"
"1402","3",0.025,"4","G1","post","b1","bias","uninformative","bayes.est"
"1403","3",-3.3346,"4","G1","post","b0","coef","uninformative","bayes.est"
"1404","3",0.0932,"4","G1","post","b1","coef","uninformative","bayes.est"
"1405","3",0.01,"4","G2","post","b0","bias","uninformative","bayes.est"
"1406","3",0.0077,"4","G2","post","b1","bias","uninformative","bayes.est"
"1407","3",-4.517,"4","G2","post","b0","coef","uninformative","bayes.est"
"1408","3",0.0912,"4","G2","post","b1","coef","uninformative","bayes.est"
"1409","3",0.0209,"4","G3","post","b0","bias","uninformative","bayes.est"
"1410","3",0.0202,"4","G3","post","b1","bias","uninformative","bayes.est"
"1411","3",-6.0571,"4","G3","post","b0","coef","uninformative","bayes.est"
